bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2162,19437,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,8,45,,,,,,,98,15,,,,,29,30,1271,17,,,,,,,,,9007,10,,,701,25,,,,,,,108,29,,,728,22,,,,,4,2,,,,,,,,,,,,,,,45,28,,,,,,,,,,,310,4,,,,,,,,,,,,,4,10,444,21,10,110,,,,,,,2,4,,,,,37,16,,,,,,,,,,,,,,,,,15,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,46,3,15,,,,,,,,,,,,,,,,,,,,,,,519,10,,,,,187,22,,,,,9,12,4683,3,,,,,,,,,,,,,,,,,3,11,,,,,9,16,,,,,33,11,,,,,85,23,,,,,,,,,,,,,,,,,,,26,19,,,,,118,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,11
2425,17951,12,,,,,,,,,,,44,13,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,31,16,,,,,,,124,11,,,,,136,8,1406,15,,,,,,,,,4821,20,7,17,1315,15,,,6,8,256,9,142,21,,,1101,15,,,,,,,,,,,,,,,,,,,,,143,12,,,,,,,,,,,180,10,,,,,,,,,,,,,,,950,8,517,18,,,,,,,,,,,,,4,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,20,,,,,,,,,,,,,,,,,,,,,,,,,781,6,,,,,902,5,,,,,197,2,3959,4,,,,,,,,,,,,,,,,,,,,,53,10,,,,,,,,,,,,,159,13,,,,,7,7,,,,,,,,,,,,,,,,,,,232,4,,,,,,,,,47,15,,,,,,,,,,,,,,,,,,,,,,,164,29
320,16159,13,,,,,,,,,,,96,9,,,,,5,5,,,,,,,,,10,1,,,103,9,,,,,,,,,6,5,,,,,56,5,,,,,,,111,12,,,10,4,68,15,1120,21,,,,,351,5,,,6700,12,11,5,1072,18,18,10,,,71,16,168,14,,,1219,12,,,,,,,5,3,,,11,2,,,15,3,,,,,137,13,64,5,,,,,,,,,200,9,,,,,327,5,,,,,,,10,6,241,34,228,29,,,,,6,5,,,,,9,3,14,43,,,,,,,4,7,,,,,,,,,34,9,17,9,,,,,,,,,2,7,,,,,145,3,,,,,,,,,,,,,719,10,8,8,42,21,,,,,,,4,4,,,,,,,,,,,,,413,13,,,,,242,18,,,,,138,5,1052,14,,,,,,,,,,,,,3,3,,,,,,,91,4,62,5,,,,,,,,,,,107,17,,,,,9,6,,,6,4,,,17,14,,,,,152,7,,,7,1,56,13,,,,,,,,,48,14,,,,,,,,,,,2,10,,,,,,,,,,,317,21
13,15301,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,14,,,,,,,87,18,,,2,11,50,20,1080,22,,,,,34,10,,,6433,15,4,29,1537,10,,,3,14,,,38,49,2,2,604,27,,,,,,,,,,,,,,,,,,,,,612,2,,,,,,,,,,,145,15,,,,,,,,,,,,,,,337,31,1976,7,,,,,,,,,,,,,40,14,,,,,,,,,,,,,,,,,,,14,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566,12,16,2,51,16,,,,,,,,,,,,,,,,,,,,,160,27,,,,,273,16,,,,,36,9,584,18,,,,,,,,,,,,,,,,,,,,,9,22,22,10,,,,,67,7,,,,,85,22,,,,,,,,,,,,,,,,,,,28,18,,,,,,,,,,,,,,,16,18,,,,,,,,,,,,,,,,,,,,,,,359,19
2243,14626,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,14,,,,,,,,,,,,,,,7,49,,,,,,,,,,,,,,,3249,3,,,,,,,,,5283,17,,,,,,,,,,,,,,,1348,11,,,,,,,,,,,,,,,,,,,,,,,,,,,113,9,,,,,176,11,,,,,,,,,,,,,,,467,20,165,37,,,,,,,,,,,,,11,53,,,,,,,,,,,,,,,,,45,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,5,,,,,,,,,,,,,,,,,,,,,,,,,727,7,,,,,472,11,,,,,21,10,842,15,,,,,,,,,,,9,3,,,,,,,,,,,67,4,,,,,669,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,42
25821,14430,16,,,,,,,,,,,308,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2219,11,,,,,,,,,775,106,4,33,1589,8,,,,,,,,,,,3788,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3177,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,7,,,,,,,,,,,,,,,,,,,,,,,1094,7
811,13894,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,8,,,,,,,9,56,,,,,,,1216,19,,,,,,,,,4109,21,5,26,1425,13,,,,,,,138,22,,,1106,14,,,,,,,,,,,,,11,2,,,,,,,441,5,,,,,,,,,,,96,19,,,,,,,,,,,,,,,89,69,208,32,,,,,,,,,,,,,343,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312,1,,,30,28,,,,,,,,,,,,,,,,,,,,,327,16,,,,,642,9,,,,,131,6,351,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854,6
50381,13130,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,26,907,23,,,,,,,,,9559,9,,,671,27,,,,,365,7,161,16,,,225,55,,,,,,,,,,,,,,,,,,,,,82,21,,,,,,,,,,,,,,,,,,,,,,,,,,,586,18,71,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,13115,19,,,,,,,,,,,46,12,,,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9,,,,,,,,,,,,,50,21,862,25,,,,,,,,,6533,14,9,11,790,22,,,,,113,14,171,12,,,1664,6,,,,,,,,,,,,,10,3,,,,,,,167,9,,,,,,,,,,,120,17,,,,,45,13,,,,,9,2,,,975,7,,,,,,,,,,,,,,,28,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,,,,,,,,,,,,,441,14,,,32,27,,,,,,,13,2,,,,,,,,,,,,,35,59,,,,,,,,,,,,,558,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,12,,,,,,,,,,,,,34,11,,,,,25,21,,,,,21,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,32
181,13112,20,14,3,,,,,,,,,66,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,19,,,,,,,,,,,,,114,11,1288,16,,,,,,,,,6787,11,,,1499,11,,,4,12,,,54,40,,,745,20,,,,,,,,,,,,,,,,,,,,,112,16,,,,,208,3,,,,,71,20,,,,,,,,,,,,,,,239,35,141,42,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,18,,,32,26,,,,,,,,,,,,,,,,,,,,,164,26,,,,,132,27,,,,,,,549,21,,,,,,,,,,,,,,,,,142,3,,,,,,,,,2,3,,,,,,,191,9,,,,,,,,,,,,,17,13,,,,,24,22,,,,,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,33
2136,11740,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,6,,,,,,,,,,,,,,,,,,,,,,,301,4,,,,,,,2691,9,,,,,,,,,3375,25,10,9,202,48,,,,,1583,5,,,,,333,39,,,,,,,,,,,,,,,,,,,,,,,,,,,173,6,,,,,175,12,,,,,,,,,,,,,,,376,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,802,8,,,,,,,,,,,,,,,,,,,,,,,,,957,5,,,,,,,,,,,,,81,69,,,,,,,,,,,,,,,,,13,7,,,158,2,,,,,4,2,,,6,3,,,253,7,,,,,,,,,,,,,,,,,,,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,89
3886,10454,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,4,,,,,,,,,,,,,,,24,20,,,,,,,102,14,,,,,130,9,3051,4,,,,,,,,,1815,52,8,14,384,34,10,15,,,178,11,171,13,,,465,30,,,,,3,4,,,,,,,,,,,,,,,54,25,,,,,,,,,,,548,2,,,,,,,,,,,,,,,804,10,122,47,,,,,,,,,,,,,28,23,,,,,,,,,12,2,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,35,3,16,111,9,,,,,,,,,,,,,,,,,,,,,186,25,,,,,737,7,,,,,169,4,253,35,,,,,,,,,,,,,,,,,,,,,69,7,27,8,,,,,381,2,,,,,80,24,,,,,,,,,,,,,,,,,,,55,14,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,40
27443,9967,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,27,,,,,,,63,24,,,8,5,59,18,793,27,,,,,22,13,,,478,141,9,13,511,30,27,8,,,,,132,24,,,390,34,,,,,,,,,,,,,,,,,,,,,33,34,,,,,56,12,,,,,,,,,,,,,,,,,,,,,423,25,1597,10,,,,,,,,,,,,,360,3,,,,,,,,,,,,,,,,,,,18,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,24,,,,,,,,,,,,,,,,,,,,,,,,,270,20,,,,,140,25,,,,,,,646,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,8,,,,,,,,,,,58,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3544,1
5072,9840,24,,,,,,,,,,,4,23,,,,,,,,,,,,,,,,,,,23,15,,,,,149,2,,,,,,,,,9,39,,,,,,,,,,,,,127,10,414,51,,,,,,,,,6422,16,7,18,79,76,,,,,,,,,,,291,48,,,,,,,,,,,,,,,24,2,,,,,,,565,2,,,,,,,,,,,,,,,195,8,,,,,,,,,106,63,410,20,,,,,,,,,,,,,40,15,,,,,,,,,,,,,,,,,,,,,,,,,26,1,,,23,2,,,214,2,38,6,,,,,,,,,,,,,66,54,7,13,106,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,41,,,,,,,,,,,,,,,,,,,22,2,,,,,,,,,,,,,,,35,45,,,,,157,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,48
2719,8112,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,86,,,,,,,8,59,,,,,29,31,690,31,,,,,,,,,4934,19,2,46,317,38,7,17,,,,,47,42,,,842,18,,,,,,,,,,,,,,,,,,,,,137,14,,,,,,,,,,,20,38,,,,,,,,,,,,,,,435,22,,,,,,,,,,,,,,,46,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,39,,,,,,,,,,,,,,,,,,,,,,,,,28,67,,,,,,,,,,,,,226,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,33,,,,,,,,,,,,,,,,,,,,,,,,,11,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,30
