,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,25821,22512,,,,,,,,,,,353,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843,11,,,,,,,,,1113,105,8,8,1784,12,,,,,,,,,,,,,9573,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,7,,,,,,,,,,,,,,,,,,,,,,,3115,2
11,12,320,20453,,,,,,,,,,,126,11,,,,,13,5,,,,,,,,,6,1,,,194,8,,,,,,,,,6,4,,,,,54,12,,,,,,,107,20,,,23,3,50,21,1844,19,,,,,213,6,,,7685,16,15,3,1364,16,38,11,,,131,13,319,9,,,,,1967,10,,,,,,,4,4,,,,,6,3,,,23,3,,,,,143,13,84,5,,,,,,,,,440,5,,,,,,,320,7,,,,,,,6,8,355,33,316,34,,,,,11,4,,,,,12,3,33,21,,,,,,,7,6,,,,,,,,,53,8,28,9,,,,,,,,,11,6,,,,,86,3,,,,,,,,,,,,,891,9,2,16,54,21,,,,,,,6,5,,,,,,,,,,,,,712,12,,,,,288,18,,,,,135,8,1477,13,,,,,,,,,,,,,7,3,,,,,,,110,6,101,4,,,,,18,15,,,,,82,27,,,,,26,5,,,47,4,,,20,13,,,,,34,20,,,8,1,53,18,,,,,,,,,45,13,,,,,,,,,,,5,9,,,,,,,,,,,239,25
12,13,2425,20405,,,,,,,,,,,148,10,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,59,10,,,,,,,232,11,,,,,133,9,1651,22,,,,,,,,,5108,22,1,51,1321,18,,,3,13,164,10,212,14,,,,,1477,14,,,,,,,,,,,,,,,,,,,,,,,157,10,,,,,,,,,,,266,10,,,,,,,,,,,,,,,,,1307,10,495,22,,,,,,,,,,,,,14,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,22,,,,,,,,,,,,,,,,,,,,,,,,,1313,7,,,,,693,9,,,,,250,4,4044,6,,,,,,,,,,,,,,,,,,,,,73,9,,,,,,,,,,,,,473,7,,,,,10,7,,,,,,,,,,,,,,,,,,,356,4,,,,,,,,,37,16,,,,,,,,,,,,,,,,,,,,,,,119,35
13,14,29351,20050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,161,14,,,,,,,3125,9,,,,,,,,,3231,40,,,231,47,102,3,,,,,88,29,,,,,350,49,,,,,,,,,,,,,,,,,,,,,,,262,8,,,,,,,,,,,46,26,31,5,,,,,,,,,,,,,,,,,126,53,,,,,,,,,,,,,15,40,,,,,,,,,,,,,,,,,266,3,102,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,41,,,,,,,,,,,,,,,,,,,,,,,,,1085,8,,,,,,,,,,,,,9074,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,39,,,,,,,,,,,,,,,,,,,,,,,,,864,1,,,,,,,,,599,5,,,,,,,,,,,,,,,,,,,,,,,105,38
14,15,811,19837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,4,,,,,,,12,48,,,,,,,1847,18,,,,,,,,,5392,21,7,10,1965,10,,,,,,,239,10,,,,,1907,11,,,,,,,,,,,,,,,2,7,,,,,,,769,4,,,,,,,,,,,250,11,,,,,,,,,,,,,,,,,125,69,450,25,,,,,,,,,,,,,392,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294,3,,,31,28,,,,,,,,,,,,,,,,,,,,,702,13,,,,,711,8,,,,,366,3,431,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804,5
15,16,2243,18602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,11,,,,,,,,,,,,,,,10,39,,,,,,,,,,,,,,,4246,4,,,,,,,,,5785,18,,,,,,,,,,,,,,,,,1538,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,9,,,,,195,14,,,,,,,,,,,,,,,,,643,22,358,28,,,,,,,,,,,,,4,77,,,,,,,,,,,,,,,,,76,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893,8,,,,,,,,,,,,,,,,,,,,,,,,,1651,5,,,,,801,7,,,,,27,10,1057,16,,,,,,,,,,,4,7,,,,,,,,,,,111,3,,,,,928,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,52
16,17,181,17624,15,4,,,,,,,,,170,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,22,,,,,,,,,,,,,115,10,2026,17,,,,,,,,,8535,12,,,1947,11,,,16,3,,,74,31,,,,,1397,15,,,,,,,,,,,,,,,,,,,,,,,93,21,,,,,291,4,,,,,76,22,,,,,,,,,,,,,,,,,310,38,162,49,,,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,38,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,17,,,64,20,,,,,,,,,,,,,,,,,,,,,252,27,,,,,199,23,,,,,,,573,25,,,,,,,,,,,,,,,,,231,2,,,,,,,,,1,4,,,,,,,301,9,,,,,,,,,,,,,10,15,,,,,33,21,,,,,38,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,27
17,18,1294,17051,,,,,,,,,,,52,13,,,,,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,14,,,,,,,,,,,,,67,15,1443,23,,,,,,,,,7748,15,7,11,1018,22,,,7,7,100,14,190,18,,,,,2415,5,,,,,,,,,,,,,,,7,3,,,,,,,138,14,,,,,,,,,,,156,16,,,,,,,29,14,,,,,5,4,,,1368,9,,,,,,,,,,,,,,,395,3,,,,,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,438,18,,,45,23,,,,,,,7,4,,,,,,,,,,,,,52,51,,,,,,,,,,,,,894,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,15,,,,,,,,,,,,,29,11,,,,,17,28,,,,,17,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,31
18,19,50381,16515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,40,1400,24,,,,,,,,,12137,8,,,643,27,,,,,40,17,201,16,,,,,306,55,,,,,,,,,,,,,,,,,,,,,,,119,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908,14,86,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,20,2136,16402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,6,,,,,,,,,,,,,,,,,,,,,,,442,4,,,,,,,4134,5,,,,,,,,,4605,26,6,19,264,45,,,,,1038,4,,,,,,,445,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,6,,,,,302,8,10,7,,,,,,,,,,,,,,,480,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,,,,,1355,2,,,,,,,,,,,,,,,,,,,,,,,,,1731,4,,,,,,,,,,,,,106,65,,,,,,,,,,,,,,,,,11,8,,,210,2,,,,,4,3,,,6,3,,,483,6,,,,,,,,,,,,,,,,,,,183,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,44
20,21,3886,13903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,4,,,,,,,,,,,,,,,29,20,,,,,,,244,9,,,,,57,17,3769,8,,,,,,,,,2856,45,3,37,510,32,18,17,3,14,177,8,189,19,,,,,507,38,,,,,9,2,,,,,,,,,,,,,,,,,20,42,,,,,,,,,,,785,2,,,,,,,,,,,,,,,,,1044,12,97,58,,,,,,,,,,,,,23,29,,,,,,,,,12,3,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,42,6,8,112,12,,,,,,,,,,,,,,,,,,,,,454,18,,,,,450,13,,,,,614,1,272,43,,,,,,,,,,,,,,,,,,,,,99,7,19,11,,,,,746,2,,,,,81,28,,,,,,,,,,,,,,,,,,,145,11,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,58
21,22,5072,12768,,,,,,,,,,,1,25,,,,,,,,,,,,,,,,,,,25,16,,,,,201,2,,,,,,,,,17,28,,,,,,,,,,,,,159,8,538,56,,,,,,,,,8247,13,6,20,91,78,,,,,40,16,,,,,,,508,37,,,,,,,,,,,,,,,,,88,2,,,,,,,889,2,,,,,,,,,,,,,,,,,196,9,,,,,,,,,148,66,346,31,,,,,,,,,,,,,25,26,,,,,,,,,,,,,,,,,,,,,,,,,59,1,,,57,2,,,421,2,52,6,,,,,,,,,,,,,55,64,11,4,138,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,57,,,,,,,,,,,,,,,,,,,23,2,,,,,,,,,,,,,,,34,48,,,,,218,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,86
22,23,39856,12354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,7,,,,,,,,,,,,,,,53,13,,,,,,,101,21,,,,,23,36,919,34,,,,,,,,,2715,50,,,2264,9,,,,,,,32,50,,,,,856,22,,,,,,,,,,,,,,,,,,,,,,,190,9,,,,,,,,,,,71,23,,,,,,,,,,,,,,,,,2848,3,,,,,,,,,,,,,,,20,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,34,,,,,,,,,,,,,,,,,,,,,361,23,,,,,331,17,,,,,,,1031,17,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,30
23,24,822,11342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,31,14,,,,,,,,,,,,,,,1035,1,,,,,,,143,16,,,9,7,23,35,1251,26,,,,,46,11,,,3497,34,3,36,601,29,,,,,,,221,12,,,,,675,28,,,,,,,,,,,,,,,,,,,,,,,55,25,,,,,,,,,,,163,15,,,,,,,,,,,,,,,,,725,19,336,33,,,,,,,,,,,,,52,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360,20,3,15,69,16,,,,,,,,,,,,,,,,,,,,,389,22,,,,,143,29,,,,,,,953,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,16,,,,,,,,,,,,,,,,,,,,,,,,,2,55,,,,,,,,,15,21,,,,,,,,,,,,,,,,,,,,,,,373,22
