,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lmo,lmo_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2425,20621,,,,,,,,,,,174,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,36,14,,,,,,,215,7,,,,,89,10,1326,22,,,,,,,,,,,5445,21,9,16,3096,5,,,7,12,208,8,213,9,,,,,1376,12,,,,,13,4,,,,,,,,,,,,,,,,,136,11,,,,,,,,,,,148,14,11,7,,,,,,,,,,,,,,,977,9,521,18,,,,,,,,,,,,,25,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,16,,,,,,,,,,,,,,,,,,,,,,,,,716,8,,,,,1068,5,,,,,212,5,3064,6,,,,,,,,,,,,,,,,,,,,,77,8,,,,,,,,,,,,,146,13,,,,,16,7,,,,,,,,,,,,,,,252,11,,,,,308,3,,,,,,,,,26,19,,,,,,,,,,,,,,,,,,,,,,,283,28
11,12,811,20579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,12,,,,,,,18,44,,,,,,,1674,13,,,,,,,,,,,7763,14,7,22,874,19,,,,,,,169,16,,,,,1819,8,,,,,,,,,,,,,,,9,5,,,,,,,591,3,,,,,,,,,,,127,16,,,,,,,,,,,,,,,,,93,71,260,28,,,,,,,,,,,,,258,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764,6,,,30,24,,,,,,,,,,,,,,,,,,,,,376,17,,,,,559,11,,,,,245,3,302,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,20,,,,,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4507,3
12,13,320,19895,,,,,,,,,,,145,13,,,,,,,15,5,,,,,,,,,,,,,9,1,,,99,8,,,,,,,,,13,3,,,,,74,4,,,,,,,112,17,,,14,3,33,24,1509,17,,,,,,,163,5,,,8437,12,13,11,1448,12,40,7,11,7,103,13,225,8,,,,,2471,6,,,,,10,5,12,2,,,,,14,2,17,4,16,3,,,,,51,31,53,5,,,,,,,,,255,6,,,,,,,191,8,,,,,,,14,6,250,36,253,30,,,,,9,5,,,,,20,2,36,24,,,,,,,17,3,,,,,,,,,,,42,8,17,11,,,,,,,,,16,6,,,,,160,3,,,,,,,,,,,,,661,12,28,2,61,14,,,,,,,21,3,,,,,,,,,,,,,646,9,,,,,153,27,,,,,119,9,875,16,,,,,,,,,,,,,9,2,,,,,,,109,4,75,3,,,,,46,13,,,,,72,25,,,,,20,5,,,,,,,23,14,,,,,26,2,57,24,,,10,1,39,23,,,,,,,,,73,15,,,,,,,,,,,8,7,,,,,,,,,,,377,23
13,14,2243,17286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,12,,,,,,,,,,,,,,,17,34,,,,,,,,,,,,,,,2959,6,,,,,,,,,,,6853,17,,,,,,,,,,,8,110,,,,,1490,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,8,,,,,104,18,,,,,,,,,,,,,,,,,472,20,766,14,,,,,,,,,,,,,15,48,,,,,,,,,,,,,,,,,,,54,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,9,,,,,,,,,,,4,8,,,,,,,,,,,,,1347,6,,,,,495,13,,,,,30,10,970,15,,,,,,,,,,,3,6,,,,,,,,,,,65,4,,,,,526,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,40
14,15,13,16722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,8,,,,,,,104,20,,,3,11,34,23,1518,16,,,,,,,62,9,,,7049,16,5,30,1797,10,,,8,8,,,52,37,,,16,2,665,22,,,,,,,,,,,,,1,4,,,,,,,,,558,5,,,,,,,,,,,133,15,,,5,1,,,,,,,,,,,,,346,25,1160,11,,,,,,,,,,,,,75,11,,,,,,,,,,,,,,,,,,,,,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,13,20,5,53,15,,,,,,,,,,,,,,,,,,,,,273,25,,,,,280,19,,,,,133,8,725,18,,,,,,,,,,,,,,,,,,,,,31,14,40,8,,,,,70,10,,,,,150,12,,,,,,,,,,,,,,,,,,,,,40,27,,,,,29,26,,,,,,,,,24,20,,,,,,,,,,,,,,,,,,,,,,,555,20
15,16,29351,16190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,,,,,,,,,,,,,,,,16,39,,,,,,,96,21,,,,,,,2341,8,,,,,,,,,,,2708,44,,,170,51,135,2,,,,,89,29,,,,,259,56,,,,,,,,,,,,,,,,,,,,,,,242,8,,,,,,,,,,,43,28,32,5,,,,,,,,,,,,,,,,,99,54,,,,,,,,,,,,,23,40,,,,,,,,,,,,,,,,,,,145,3,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,29,,,,,,,,,,,,,,,,,,,,,,,,,597,11,,,,,,,,,,,,,7557,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,41,,,,,,,,,,,,,,,,,,,,,,,,,,,657,1,,,,,,,,,573,4,,,,,,,,,,,,,,,,,,,,,,,94,61
16,17,1294,16108,,,,,,,,,,,39,24,,,,,,,11,6,,,,,,,,,,,,,,,,,13,20,,,,,,,,,,,,,,,35,16,,,,,,,,,,,,,42,20,1072,24,,,,,,,,,,,8509,11,3,41,817,21,,,3,19,114,12,160,18,,,,,1792,9,,,,,,,,,,,,,,,8,6,,,,,,,119,12,,,,,,,,,,,87,20,,,,,,,25,15,,,,,5,5,12,9,981,8,,,,,,,,,,,,,,,105,9,,,,,,,,,,,,,,,,,,,,,16,12,,,,,,,8,4,,,,,,,5,11,,,,,,,,,,,,,1116,4,,,23,26,,,,,,,17,4,,,,,,,,,,,,,31,72,,,,,,,,,,,,,438,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,11,,,,,157,10,,,,,,,,,,,,,29,12,,,,,,,31,30,,,,,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,34
17,18,27443,15834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,32,,,,,,,89,23,,,14,4,47,17,830,26,,,,,,,61,10,,,581,137,19,5,661,27,34,9,,,,,108,24,,,,,388,43,,,,,,,,,,,,,,,,,,,,,,,50,32,,,,,53,13,,,,,,,,,,,,,,,,,,,,,,,371,24,1443,9,,,,,,,,,,,,,727,2,,,,,,,,,,,,,,,,,,,,,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,33,,,,,,,,,,,,,,,,,,,,,,,,,421,16,,,,,209,22,,,,,,,4942,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,3,,,,,,,,,,,,,106,10,,,,,,,,,355,8,,,,,,,,,,,,,,,,,,,,,,,3726,4
18,19,2136,14846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,6,,,,,,,,,,,,,,,,,,,,,,,312,6,,,,,,,3196,3,,,,,,,,,,,4532,25,9,15,259,39,,,,,1860,4,,,,,,,424,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,5,,,,,230,8,10,8,,,,,,,,,,,,,,,279,34,,,,,,,,,,,,,,,10,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3,,,,,,,,,,,,,,,,,,,,,763,7,,,,,,,,,,,,,,,,,,,,,,,,,1121,7,,,,,,,,,,,,,80,71,,,,,,,,,,,,,,,,,21,6,,,148,2,,,,,7,3,242,4,5,3,,,524,3,,,,,,,,,,,,,,,,,,,,,284,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,50
19,20,181,12935,18,4,,,,,,,,,187,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,17,,,,,,,,,,,,,219,4,1363,20,,,,,,,,,,,6602,18,,,957,18,,,7,9,,,104,26,,,,,756,19,,,,,,,,,,,,,,,,,,,,,,,95,19,,,,,221,4,,,,,64,24,,,,,,,,,,,,,,,,,235,41,94,55,,,,,,,,,,,,,,,,,,,,,5,10,,,,,,,,,,,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202,27,,,32,23,,,,,,,,,,,,,,,,,,,,,94,37,,,,,282,18,,,,,,,703,19,,,,,,,,,,,,,,,,,225,2,,,,,,,,,1,5,,,,,,,128,16,,,,,,,,,,,,,9,18,,,,,,,58,22,,,,,28,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190,36
20,21,2719,12770,,,,,,,,,,,82,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,48,,,,,,,14,51,,,,,29,29,475,45,,,,,,,,,,,9781,10,6,25,248,42,12,18,,,,,44,43,,,,,577,29,,,,,,,,,,,,,,,,,,,,,,,143,10,,,,,,,,,,,163,11,,,,,,,,,,,,,,,,,291,30,,,,,,,,,,,,,,,37,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,38,,,,,,,,,,,,,,,,,,,,,,,,,89,38,,,,,,,,,,,,,249,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,36,,,,,,,,,,,,,,,,,,,,,,,,,,,22,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,26
21,22,25821,12697,,,,,,,,,,,727,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548,15,,,,,,,,,,,1028,90,16,8,824,20,,,,,,,,,,,,,3320,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2098,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1868,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,7,,,,,,,,,,,,,,,,,,,,,,,779,15
22,23,5072,11802,,,,,,,,,,,580,7,,,,,,,,,,,,,,,,,,,,,,,,,31,14,,,,,138,2,,,,,,,,,8,63,,,,,,,,,,,,,96,9,554,39,,,,,,,,,,,7809,13,6,27,129,58,,,,,24,18,,,,,,,398,41,,,,,,,,,,,,,,,,,44,2,,,,,,,351,2,,,,,,,,,,,,,,,,,156,9,,,,,,,,,149,55,238,33,,,,,,,,,,,,,45,19,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,,,63,2,,,214,2,120,5,,,,,,,,,,,,,66,57,23,3,82,9,,,,,,,,,,,,,,,,,,,,,,,,,,,28,57,,,,,,,110,57,,,,,,,,,,,,,,,,,,,32,2,,,,,,,,,,,,,,,35,46,,,,,140,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,62
