bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
320,17548,14,,,,,,,,,,,184,8,,,,,,,,,,,,,1,1,,,97,9,,,,,,,,,21,3,,,,,46,7,,,,,,,85,15,,,10,6,40,22,1101,23,,,,,385,4,,,6970,17,14,7,1561,12,13,12,,,33,15,151,11,,,1329,11,,,,,,,6,3,,,6,2,,,7,4,,,61,25,51,6,,,,,,,,,182,9,,,,,409,4,,,,,,,12,6,222,37,420,22,,,,,11,4,,,,,12,3,36,17,,,,,,,20,3,,,,,,,26,10,,,,,,,,,10,5,,,,,43,6,,,,,,,,,,,,,1000,7,12,7,70,15,,,,,,,,,,,,,,,,,460,13,,,,,204,26,,,60,8,1394,12,,,,,,,,,9,3,,,,,,,29,12,77,5,,,,,,,,,,,67,27,,,,,14,5,,,13,4,,,25,11,,,,,167,13,,,10,1,41,15,,,,,,,,,40,10,,,,,,,,,,,,,,,,,,,,,281,20
13,16451,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,5,,,,,,,93,14,,,10,5,50,18,1239,20,,,,,,,,,8369,14,9,16,1553,13,,,8,7,,,,,8,2,701,27,,,,,,,,,,,,,,,,,,,411,4,,,,,,,,,,,151,12,,,,,,,,,,,,,,,380,28,974,13,,,,,,,,,,,,,85,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,100,13,4,46,23,,,,,,,,,,,,,,,,,236,24,,,,,346,15,,,36,9,945,17,,,,,,,,,,,,,,,,,13,16,50,8,,,,,56,6,,,,,145,16,,,,,,,,,,,,,,,,,,,66,22,,,,,,,,,,,,,,,12,17,,,,,,,,,,,,,,,,,,,,,380,16
2425,16078,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,24,20,,,,,,,36,24,,,,,89,10,1168,21,,,,,,,,,5402,22,9,18,1127,17,,,11,6,103,9,204,7,,,1250,12,,,,,,,,,,,,,,,,,,,96,15,,,,,,,,,,,116,17,,,,,,,,,,,,,,,807,10,629,16,,,,,,,,,,,,,23,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,23,,,,,,,,,,,,,,,,,,,,,267,22,,,,,576,10,,,145,3,3293,5,,,,,,,,,,,,,,,,,50,9,,,,,,,,,,,,,137,17,,,,,9,8,,,,,,,,,,,,,,,,,,,74,10,,,,,,,,,24,12,,,,,,,,,,,,,,,,,,,,,161,27
50381,15941,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,26,,,,,,,,,,,14726,5,,,,,,,,,13,19,128,18,,,,,,,,,,,,,,,,,,,,,,,103,14,,,,,,,,,,,,,,,,,,,,,,,,,,,584,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,36,,,,,,,,,,,,,,,,,,,,,,,,,,,221,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27443,14550,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,,,54,19,,,11,4,30,24,753,35,,,,,,,,,705,112,17,5,554,26,20,10,,,,,98,25,,,842,20,,,,,,,,,,,,,,,,,,,,,,,,,64,12,,,,,,,,,,,,,,,,,,,,,429,25,2703,5,,,,,,,,,,,,,2580,1,,,,,,,,,,,,,,,,,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,234,25,,,,,,,,,,,,,,,,,,,,,928,6,,,,,309,17,,,,,802,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3315,1
25821,14397,19,,,,,,,,,,,144,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3116,6,,,,,,,,,1085,82,10,15,1298,14,,,,,,,,,,,3501,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3952,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259,3,,,,,,,,,,,,,,,,,,,,,,,,,,,32,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,11490,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,82,,,,,,,8,52,,,,,20,36,605,44,,,,,,,,,8801,13,5,30,370,30,,,,,,,36,38,,,826,22,,,,,,,,,,,,,,,,,,,68,21,,,,,,,,,,,37,27,,,,,,,,,,,,,,,193,44,,,,,,,,,,,,,,,16,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,50,,,,,,,,,,,,,,,,,,,,,22,74,,,,,,,,,,,177,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,36,,,,,,,,,,,,,,,,,,,,,,,,,7,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,28
2392,11453,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,23,,,,,,,97,13,,,,,,,877,29,,,,,,,,,7396,16,,,265,37,,,3,14,149,8,,,,,946,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,28,,,,,,,,,,,,,,,400,26,199,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,19,,,46,24,,,,,,,,,,,,,,,,,279,21,,,,,161,28,,,,,,,,,,,,,,,,,,,,,,,8,24,,,,,,,25,8,,,,,158,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,48
2952,11238,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,11,,,,,,,,,,,,,88,12,792,33,,,,,,,,,5196,23,7,22,798,20,,,6,10,,,135,15,,,2775,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17,,,,,,,,,451,23,38,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,20,,,74,13,,,,,,,,,,,,,,,,,,,,,,,142,29,,,,,171,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,11000,23,,,,,,,,,,,8,19,,,,,,,,,,,,,,,,,14,17,,,,,77,2,,,,,,,,,12,38,,,,,,,,,,,,,133,7,543,45,,,,,,,,,7648,15,5,32,73,76,,,,,,,,,,,398,39,,,,,,,,,,,,,,,8,3,,,,,756,2,,,,,,,,,,,,,,,226,8,,,,,,,,,79,78,231,31,,,,,,,,,,,,,13,45,,,,,,,,,,,,,,,,,,,,,15,1,,,14,4,,,362,2,,,,,,,,,,,,,,,44,67,9,11,86,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,60,,,,,,,,,,,,,,,13,2,,,,,,,,,,,,,,,30,44,,,,,50,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,66
811,10908,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9,,,,,,,18,31,,,,,,,1090,24,,,,,,,,,3596,33,,,1609,11,,,,,,,101,24,,,840,21,,,,,,,,,,,,,12,3,,,,,209,8,,,,,,,,,,,101,18,,,,,,,,,,,,,,,86,74,489,20,,,,,,,,,,,,,264,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025,6,,,39,27,,,,,,,,,,,,,,,,,375,17,,,,,599,9,,,89,7,325,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,10321,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,13,,,,,,,,,,,,,,,25,19,,,,,,,,,,,10,7,24,28,1325,18,,,,,,,,,3937,30,12,8,635,25,,,,,,,151,12,,,484,35,,,,,,,,,,,,,,,,,,,37,31,,,,,,,,,,,96,19,,,,,,,,,,,,,,,538,21,538,19,,,,,,,,,,,,,71,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,14,7,12,56,19,,,,,,,,,,,,,,,,,407,15,,,,,98,30,,,,,670,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,15,,,,,,,,,,,,,,,,,,,,,,,,,15,26,,,,,,,,,13,16,,,,,,,,,,,,,,,,,,,,,498,13
2136,10235,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,7,,,,,,,,,,,,,,,,,,,,,,,263,7,,,,,,,2864,9,,,,,,,,,2742,42,11,11,210,42,,,,,469,4,,,,,212,60,,,,,,,,,,,,,,,,,,,,,,,,,151,7,,,,,185,8,,,,,,,,,,,,,,,430,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,,,,,,,,,,,,,,,,,,,,,1037,4,,,,,,,,,,,,,,,,,,,,,872,7,,,,,,,,,,,86,68,,,,,,,,,,,,,16,7,,,91,4,,,,,,,,,5,3,,,303,6,,,,,,,,,,,,,,,,,,,106,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,71
3886,9396,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,5,,,,,,,,,,,,,,,12,37,,,,,,,,,,,,,80,13,3797,4,,,,,,,,,16,948,4,37,307,32,11,15,,,46,14,169,10,,,484,36,,,,,6,3,,,,,,,,,,,,,31,34,,,,,,,,,,,631,2,,,,,,,,,,,,,,,861,8,133,44,,,,,,,,,,,,,13,44,,,,,,,,,6,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,34,4,16,143,8,,,,,,,,,,,,,,,,,255,23,,,,,757,8,,,194,2,224,42,,,,,,,,,,,,,,,,,87,5,21,13,,,,,,,,,,,67,28,,,,,,,,,,,,,,,,,,,649,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,44
