bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
29351,22076,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,155,13,,,,,,,2990,9,,,,,,,,,4634,23,,,187,52,133,3,,,,,83,28,,,263,54,,,,,,,,,,,,,,,,,,,,,192,8,,,,,,,,,,,43,29,13,5,,,,,,,,,,,,,,,164,43,,,,,,,,,,,,,1,83,,,,,,,,,,,,,,,,,276,3,83,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,38,,,,,,,,,,,,,,,,,,,,,,,,,992,9,,,,,,,,,,,,,10314,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,43,,,,,,,,,,,,,,,,,,,,,,,,,912,1,,,,,,,,,341,5,,,,,,,,,,,,,,,,,,,,,,,104,41
811,19931,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,4,,,,,,,19,40,,,,,,,1818,16,,,,,,,,,6415,20,4,34,2301,8,,,,,,,166,20,,,1662,10,,,,,,,,,,,,,7,5,,,,,,,429,5,,,,,,,,,,,202,14,,,,,,,,,,,,,,,94,80,357,25,,,,,,,,,,,,,329,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796,2,,,26,29,,,,,,,,,,,,,,,,,,,,,723,12,,,,,1124,4,,,,,271,3,356,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764,6
2243,19618,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,13,,,,,,,,,,,,,,,14,31,,,,,,,,,,,,,,,4441,3,,,,,,,,,6453,19,,,,,,,,,,,,,,,1886,7,,,,,,,,,,,,,,,,,,,,,,,,,,,179,9,,,,,203,13,,,,,,,,,,,,,,,642,19,183,41,,,,,,,,,,,,,18,33,,,,,,,,,,,,,,,,,65,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984,7,,,,,,,,,,,,,,,,,,,,,,,,,1346,6,,,,,706,7,,,,,48,10,1126,17,,,,,,,,,,,8,3,,,,,,,,,,,134,3,,,,,1040,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,43
13,19427,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,20,,,,,,,143,16,,,3,9,45,21,1528,19,,,,,41,10,,,9807,11,2,45,1717,11,,,6,14,,,41,42,2,2,690,25,,,,,,,,,,,,,,,,,,,,,622,2,,,,,,,,,,,217,11,,,,,,,,,,,,,,,463,27,1103,14,,,,,,,,,,,,,78,12,,,,,,,,,,,,,,,,,,,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,11,15,3,44,26,,,,,,,,,,,,,,,,,,,,,217,28,,,,,307,16,,,,,65,9,934,19,,,,,,,,,,,,,,,,,,,,,24,13,33,8,,,,,86,7,,,,,141,18,,,,,,,,,,,,,,,,,,,29,17,,,,,,,,,,,,,,,12,17,,,,,,,,,,,,,,,,,,,,,,,344,21
320,18901,15,,,,,,,,,,,125,8,,,,,18,2,,,,,,,,,13,1,,,172,8,,,,,,,,,19,4,,,,,45,9,,,,,,,132,17,,,12,2,45,22,1697,17,,,,,213,6,,,7310,16,24,2,1408,15,40,7,,,54,16,241,11,,,1230,13,,,,,,,6,3,,,16,1,,,13,4,,,,,92,20,64,5,,,,,,,,,390,5,,,,,313,5,,,,,,,12,5,366,32,291,29,,,,,12,3,,,,,12,2,39,16,,,,,,,10,5,,,,,,,,,37,9,30,9,,,,,,,,,14,3,,,,,81,3,,,,,,,,,,,,,957,8,17,2,56,18,,,,,,,12,3,,,,,,,,,,,,,661,13,,,,,266,18,,,,,159,7,1411,14,,,,,,,,,,,,,11,2,,,,,,,108,4,86,5,,,,,,,,,,,106,25,,,,,24,4,,,7,4,,,16,15,,,,,33,15,,,12,1,44,17,,,,,,,,,29,12,,,,,,,,,,,7,5,,,,,,,,,,,283,23
2136,18028,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,5,,,,,,,,,,,,,,,,,,,,,,,389,5,,,,,,,3590,7,,,,,,,,,4471,26,10,12,266,43,,,,,1147,4,,,,,907,19,,,,,,,,,,,,,,,,,,,,,,,,,,,377,4,,,,,313,8,,,,,,,,,,,,,,,533,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,,,,,,,,,,,,,,,,,,,,,1412,4,,,,,,,,,,,,,,,,,,,,,,,,,3381,3,,,,,,,,,,,,,91,69,,,,,,,,,,,,,,,,,18,7,,,239,3,,,,,8,2,,,9,3,,,354,8,,,,,,,,,,,,,,,,,,,42,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,84
2425,17802,17,,,,,,,,,,,59,12,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,67,6,,,,,,,161,12,,,,,155,10,1613,18,,,,,,,,,4642,22,9,14,1054,20,,,28,7,151,9,251,9,,,1098,15,,,,,,,,,,,,,,,,,,,,,129,13,,,,,,,,,,,221,10,,,,,,,,,,,,,,,1130,10,562,19,,,,,,,,,,,,,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,21,,,,,,,,,,,,,,,,,,,,,,,,,1046,7,,,,,588,8,,,,,245,4,3587,6,,,,,,,,,,,,,,,,,,,,,67,9,,,,,,,,,,,,,221,12,,,,,15,7,,,,,,,,,,,,,,,,,,,256,4,,,,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,137,35
181,17597,18,23,3,,,,,,,,,87,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,11,,,,,,,,,,,,,163,8,1910,15,,,,,,,,,8736,12,,,2134,9,,,25,8,,,81,29,,,950,18,,,,,,,,,,,,,,,,,,,,,108,18,,,,,297,5,,,,,109,20,,,,,,,,,,,,,,,309,35,200,38,,,,,,,,,,,,,,,,,,,,,8,7,,,,,,,,,29,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,18,,,62,16,,,,,,,,,,,,,,,,,,,,,302,23,,,,,154,21,,,,,,,739,22,,,,,,,,,,,,,,,,,233,2,,,,,,,,,2,3,,,,,,,276,9,,,,,,,,,,,,,16,14,,,,,25,21,,,,,39,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,32
50381,17504,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,28,1483,20,,,,,,,,,13094,7,,,542,30,,,,,118,13,248,10,,,446,38,,,,,,,,,,,,,,,,,,,,,123,14,,,,,,,,,,,,,,,,,,,,,,,,,,,758,17,97,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,15805,20,,,,,,,,,,,46,13,,,,,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,15,,,,,,,,,,,,,62,16,1290,23,,,,,,,,,6947,18,11,11,871,23,,,,,72,15,196,15,,,2375,5,,,,,,,,,,,,,18,2,,,,,,,179,9,,,,,,,,,,,161,18,,,,,26,15,,,,,9,3,,,1158,8,,,,,,,,,,,,,,,30,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,,,,,,,,,,,,,426,15,,,45,24,,,,,,,11,4,,,,,,,,,,,,,76,42,,,,,,,,,,,,,1220,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209,13,,,,,,,,,,,,,20,11,,,,,28,19,,,,,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,26
25821,14668,21,,,,,,,,,,,229,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2859,10,,,,,,,,,942,101,10,13,1614,12,,,,,,,,,,,3368,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3110,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1148,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,6,,,,,,,,,,,,,,,,,,,,,,,1074,8
3886,13466,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547,3,,,,,,,,,,,,,,,21,25,,,,,,,245,8,,,,,121,12,4386,4,,,,,,,,,2090,60,5,30,472,33,28,12,,,125,12,179,19,,,476,35,,,,,7,3,,,,,,,,,,,,,,,30,37,,,,,,,,,,,881,3,,,,,,,,,,,,,,,1016,12,121,50,,,,,,,,,,,,,18,34,,,,,,,,,11,2,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,44,5,14,100,11,,,,,,,,,,,,,,,,,,,,,323,22,,,,,465,9,,,,,293,2,307,34,,,,,,,,,,,,,,,,,,,,,93,5,17,14,,,,,758,2,,,,,88,28,,,,,,,,,,,,,,,,,,,47,10,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,51
5072,12406,23,,,,,,,,,,,4,23,,,,,,,,,,,,,,,,,,,27,16,,,,,134,2,,,,,,,,,8,44,,,,,,,,,,,,,156,9,650,46,,,,,,,,,7129,17,4,36,103,69,,,,,,,,,,,362,44,,,,,,,,,,,,,,,44,3,,,,,,,848,2,,,,,,,,,,,,,,,160,8,,,,,,,,,88,86,1724,10,,,,,,,,,,,,,23,30,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,17,2,,,293,2,47,5,,,,,,,,,,,,,41,68,10,7,135,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,74,,,,,,,,,,,,,,,,,,,35,2,,,,,,,,,,,,,,,37,48,,,,,199,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,73
27443,11271,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,22,,,,,,,99,21,,,12,3,40,25,668,45,,,,,,,,,479,162,13,7,496,32,30,11,,,,,114,25,,,410,40,,,,,,,,,,,,,,,,,,,,,36,33,,,,,45,13,,,,,,,,,,,,,,,,,,,,,510,26,2036,9,,,,,,,,,,,,,452,3,,,,,,,,,,,,,,,,,,,78,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,31,,,,,,,,,,,,,,,,,,,,,,,,,415,18,,,,,151,23,,,,,,,1024,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,9,,,,,,,,,,,61,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3824,2
822,9861,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,12,,,,,,,,,,,,,,,27,21,,,,,,,153,15,,,4,8,20,39,1061,27,,,,,17,13,,,3783,31,2,47,587,28,,,,,,,164,21,,,586,29,,,,,,,,,,,,,,,,,,,,,33,35,,,,,,,,,,,168,17,,,,,,,,,,,,,,,555,20,291,30,,,,,,,,,,,,,104,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,19,5,12,49,22,,,,,,,,,,,,,,,,,,,,,393,19,,,,,158,19,,,,,,,853,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,20,,,,,,,,,,,,,,,,,,,,,,,,,1,48,,,,,,,,,9,22,,,,,,,,,,,,,,,,,,,,,,,384,19
