,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,29351,21831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,,,,,,,,,,,,,,,,,,,,,,,,,126,18,,,,,,,3201,9,,,,,,,,,3204,34,,,217,49,114,3,,,,,87,28,,,,,381,48,,,,,,,,,,,,,,,,,,,,,,,325,7,,,,,,,,,,,43,26,29,5,,,,,,,,,,,,,,,,,143,51,,,,,,,,,,,,,12,50,,,,,,,,,,,,,,,,,296,3,113,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,44,,,,,,,,,,,,,,,,,,,,,,,,,1006,8,,,,,,,,,,,,,8951,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,38,,,,,,,,,,,,,,,,,,,,,,,,,976,1,,,,,,,,,1876,4,,,,,,,,,,,,,,,,,,,,,,,519,20
11,12,25821,21313,,,,,,,,,,,375,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739,10,,,,,,,,,1163,91,12,7,1631,12,,,,,,,,,,,,,8400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,7,,,,,,,,,,,,,,,,,,,,,,,3132,6
12,13,13,21155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,1,,,,,,,169,14,,,6,6,45,21,2269,14,,,,,87,9,,,8585,11,3,29,2027,6,,,5,10,,,44,41,,,4,2,834,21,,,,,,,,,,,,,5,4,,,,,,,,,790,2,,,,,,,,,,,209,12,,,9,1,,,,,,,,,,,,,441,26,1311,11,,,,,,,,,,,,,66,16,,,,,,,,,,,,,,,,,,,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,13,9,8,80,14,,,,,,,,,,,,,,,,,,,,,282,23,,,,,433,14,,,,,45,10,946,19,,,,,,,,,,,,,,,,,,,,,28,13,25,11,,,,,136,6,,,,,235,11,,,,,,,,,,,,,,,,,,,40,21,,,,,,,,,,,,,,,26,17,,,,,,,,,,,,,,,,,,,,,,,516,21
13,14,2425,20488,,,,,,,,,,,132,11,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,34,17,,,,,,,269,10,,,,,139,9,1860,17,,,,,,,,,4804,24,3,35,1228,18,,,6,9,140,12,242,12,,,,,1432,13,,,,,,,,,,,,,,,,,,,,,,,206,9,,,,,,,,,,,232,9,,,,,,,,,,,,,,,,,1213,7,572,21,,,,,,,,,,,,,13,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,27,,,,,,,,,,,,,,,,,,,,,,,,,1548,7,,,,,695,7,,,,,265,4,4248,6,,,,,,,,,,,,,,,,,,,,,98,9,,,,,,,,,,,,,247,9,,,,,9,7,,,,,,,,,,,,,,,,,,,448,4,,,,,,,,,30,16,,,,,,,,,,,,,,,,,,,,,,,152,33
14,15,320,20240,,,,,,,,,,,145,9,,,,,23,3,,,,,,,,,16,1,,,207,7,,,,,,,,,17,3,,,,,46,12,,,,,,,124,19,,,15,3,64,17,1712,19,,,,,218,6,,,6753,17,29,2,1292,15,39,11,,,60,16,267,11,,,,,2573,4,,,,,,,8,3,,,,,14,2,,,26,3,,,,,100,19,104,4,,,,,,,,,363,5,,,,,,,297,6,,,,,,,16,5,313,35,273,34,,,,,10,4,,,,,17,3,36,21,,,,,,,11,4,,,,,,,,,45,10,36,10,,,,,,,,,17,6,,,,,63,4,,,,,,,,,,,,,1138,6,16,3,49,21,,,,,,,12,4,,,,,,,,,,,,,830,10,,,,,333,17,,,,,147,8,1513,13,,,,,,,,,,,,,10,3,,,,,,,117,7,94,4,,,,,32,12,,,,,92,28,,,,,20,5,,,61,3,,,34,12,,,,,45,17,,,15,1,54,19,,,,,,,,,34,15,,,,,,,,,,,11,4,,,,,,,,,,,234,27
15,16,2243,18241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10,,,,,,,,,,,,,,,14,31,,,,,,,,,,,,,,,4248,2,,,,,,,,,5488,18,,,,,,,,,,,,,,,,,1898,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,9,,,,,176,14,,,,,,,,,,,,,,,,,565,23,156,49,,,,,,,,,,,,,10,55,,,,,,,,,,,,,,,,,71,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,7,,,,,,,,,,,,,,,,,,,,,,,,,1837,3,,,,,576,10,,,,,47,9,1020,16,,,,,,,,,,,5,6,,,,,,,,,,,89,5,,,,,817,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,46
16,17,28,18061,,,,,,,,,,,464,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,49,,,,,,,,,4834,23,,,943,23,,,,,,,34,44,,,,,514,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,12,,,,,,,,,706,16,8678,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,61,,,,,,,,,,,,,,,,,,,867,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18,1294,16672,,,,,,,,,,,32,18,,,,,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,13,,,,,,,,,,,,,62,19,1457,23,,,,,,,,,7572,15,8,10,958,22,,,6,8,88,13,158,20,,,,,2539,6,,,,,,,,,,,,,,,13,3,,,,,,,145,13,,,,,,,,,,,146,15,,,,,,,16,17,,,,,5,5,,,957,10,,,,,,,,,,,,,,,360,3,,,,,,,,,,,,,,,,,,,41,9,,,,,,,,,,,,,,,17,9,,,,,,,,,,,,,438,17,,,28,28,,,,,,,8,5,,,,,,,,,,,,,59,46,,,,,,,,,,,,,1009,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,16,,,,,,,,,,,,,48,11,,,,,37,23,,,,,16,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,28
18,19,2136,16653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,5,,,,,,,,,,,,,,,,,,,,,,,473,4,,,,,,,4136,3,,,,,,,,,4923,22,3,33,242,45,,,,,1059,4,,,,,,,500,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,8,,,,,286,8,3,9,,,,,,,,,,,,,,,368,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3,,,,,,,,,,,,,,,,,,,,,1409,2,,,,,,,,,,,,,,,,,,,,,,,,,1736,5,,,,,,,,,,,,,66,84,,,,,,,,,,,,,,,,,17,7,,,246,2,,,,,8,2,,,5,4,,,379,6,,,,,,,,,,,,,,,,,,,168,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,45
19,20,181,15851,17,6,,,,,,,,,151,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,,,119,10,1789,18,,,,,,,,,7949,14,,,1569,13,,,8,4,,,61,33,,,,,928,18,,,,,,,,,,,,,,,,,,,,,,,110,17,,,,,282,5,,,,,79,22,,,,,,,,,,,,,,,,,265,41,165,46,,,,,,,,,,,,,,,,,,,,,9,6,,,,,,,,,51,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,18,,,41,24,,,,,,,,,,,,,,,,,,,,,201,28,,,,,213,23,,,,,,,633,24,,,,,,,,,,,,,,,,,207,2,,,,,,,,,1,4,,,,,,,268,8,,,,,,,,,,,,,14,16,,,,,44,18,,,,,38,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,29
20,21,30549,14296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,22,,,,,8,55,1251,24,,,,,,,,,8918,10,,,688,26,,,,,,,,,,,,,578,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,49,,,,,,,,,,,,,,,,,490,24,1184,13,,,,,,,,,,,,,19,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,32,,,86,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,22,3886,14206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,4,,,,,,,,,,,,,,,25,20,,,,,,,282,8,,,,,59,20,4135,4,,,,,,,,,2539,47,2,43,457,31,34,12,7,7,182,8,320,9,,,,,545,37,,,,,6,4,,,,,,,,,,,,,,,,,61,28,,,,,,,,,,,732,2,,,,,,,,,,,,,,,,,973,9,113,55,,,,,,,,,,,,,21,28,,,,,,,,,18,2,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,33,7,11,128,8,,,,,,,,,,,,,,,,,,,,,589,15,,,,,596,9,,,,,312,2,266,41,,,,,,,,,,,,,,,,,,,,,116,8,34,9,,,,,650,2,,,,,102,25,,,,,,,,,,,,,,,,,,,214,10,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,47
22,23,5072,12678,,,,,,,,,,,3,24,,,,,,,,,,,,,,,,,,,23,16,,,,,216,2,,,,,,,,,6,56,,,,,,,,,,,,,143,8,629,47,,,,,,,,,8442,12,5,21,78,79,,,,,25,19,,,,,,,390,47,,,,,,,,,,,,,,,,,78,2,,,,,,,827,2,,,,,,,,,,,,,,,,,134,10,,,,,,,,,107,72,272,35,,,,,,,,,,,,,10,56,,,,,,,,,,,,,,,,,,,,,,,,,62,1,,,36,2,,,471,2,53,5,,,,,,,,,,,,,77,57,7,12,121,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,64,,,,,,,,,,,,,,,,,,,23,2,,,,,,,,,,,,,,,81,31,,,,,194,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,72
23,24,50381,12426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,35,838,36,,,,,,,,,9490,9,,,391,37,,,,,66,14,119,25,,,,,244,62,,,,,,,,,,,,,,,,,,,,,,,145,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,18,72,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
