,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
10,11,2243,20111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,13,,,,,,,,,,,,,,,12,35,,,,,,,,,,,,,,,5156,2,,,,,,,,,6186,20,,,,,,,,,,,,,,,2116,7,,,,,,,,,,,,,,,,,,,,,,,,,166,7,,,,,212,10,,,,,,,,,,,,,,,623,18,179,39,,,,,,,,,,,,,14,40,,,,,,,,,,,,,,,66,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919,7,,,,,,,,,,,,,,,,,,,,,,,,,1197,4,,,,,960,3,,,39,9,1189,15,,,,,,,6,5,,,,,,,,,,,125,3,,,,,828,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,41
11,12,320,18295,,,,,,,,,,,160,9,,,,,4,5,,,,,,,,,2,1,,,126,9,,,,,,,,,11,3,,,,,66,4,,,,,,,94,19,,,5,7,50,19,1317,18,,,,,376,4,,,6777,17,17,5,2201,9,27,7,,,45,15,213,9,,,1358,13,,,,,,,8,3,,,6,2,,,7,4,,,72,20,44,5,,,,,,,,,258,7,,,,,333,5,,,,,,,13,3,309,33,383,23,,,,,8,5,,,,,11,2,63,14,,,,,,,17,4,,,,,,,39,9,,,,,,,,,,,6,7,,,,,81,3,,,,,,,,,,,,,926,6,17,2,72,14,,,,,,,4,5,,,,,,,,,,,,,703,9,,,,,211,22,,,93,8,1063,17,,,,,,,,,7,3,,,,,,,78,10,78,7,,,,,,,,,,,85,25,,,,,19,5,,,6,4,,,20,12,,,,,30,14,,,10,1,42,16,,,,,,,,,36,10,,,,,,,,,,,,,,,,,,,,,,,288,22
12,13,13,18063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,18,,,,,,,164,12,,,9,5,56,16,1149,22,,,,,9,13,,,9176,11,8,15,1694,12,,,5,8,,,,,5,2,810,26,,,,,,,,,,,,,,,,,,,715,2,,,,,,,,,,,193,11,,,,,,,,,,,,,,,445,26,1173,13,,,,,,,,,,,,,125,9,,,,,,,,,,,,,,,,,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,114,9,9,53,21,,,,,,,,,,,,,,,,,,,,,260,26,,,,,300,16,,,34,10,965,18,,,,,,,,,,,,,,,,,18,16,79,6,,,,,95,5,,,,,119,18,,,,,,,,,,,,,,,,,,,24,16,,,,,,,,,,,,,,,14,14,,,,,,,,,,,,,,,,,,,,,,,321,21
13,14,1294,17852,,,,,,,,,,,57,12,,,,,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,22,,,,,,,,,,,,,65,14,2076,11,,,,,,,,,7551,15,5,27,829,21,,,,,,,210,11,,,3484,4,,,,,,,,,,,,,6,4,,,,,138,12,,,,,,,,,,,98,20,,,,,49,13,,,,,6,4,,,1203,6,,,,,,,,,,,,,,,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,,,,,,,,,,496,14,,,33,27,,,,,,,4,6,,,,,,,,,,,,,78,37,,,,,,,,,,,896,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,13,,,,,,,,,,,,,,,,,,,20,22,,,,,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,23
14,15,25821,16887,,,,,,,,,,,302,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2810,9,,,,,,,,,1145,80,10,11,1431,15,,,,,,,,,,,4670,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,5
15,16,2425,16071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,37,12,,,,,,,62,23,,,,,107,10,1235,21,,,,,,,,,4094,26,10,9,1195,17,,,7,6,112,10,213,10,,,1058,17,,,,,,,,,,,,,,,,,,,128,13,,,,,,,,,,,179,12,,,,,,,,,,,,,,,852,11,613,17,,,,,,,,,,,,,14,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,18,,,,,,,,,,,,,,,,,,,,,,,,,642,10,,,,,705,9,,,229,3,3650,4,,,,,,,,,,,,,,,,,83,8,,,,,,,,,,,,,134,16,,,,,6,8,,,,,,,,,,,,,,,,,,,164,5,,,,,,,,,34,11,,,,,,,,,,,,,,,,,,,,,,,201,25
16,17,181,15877,12,4,,,,,,,,,181,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,16,,,,,,,,,,,,,143,8,1666,16,,,,,,,,,7632,14,,,1445,14,,,4,12,,,59,34,,,971,19,,,,,,,,,,,,,,,,,,,118,14,,,,,355,4,,,,,94,21,,,,,,,,,,,,,,,262,35,147,44,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,16,,,73,13,,,,,,,,,,,,,,,,,,,,,301,24,,,,,136,26,,,,,1068,16,,,,,,,,,,,,,351,2,,,,,,,,,3,4,,,,,,,222,11,,,,,,,,,,,,,22,11,,,,,22,19,,,,,36,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,29
17,18,811,14196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,9,,,,,,,15,44,,,,,,,1113,25,,,,,,,,,4019,28,5,26,1956,10,,,,,,,91,28,,,1398,11,,,,,,,,,,,,,4,6,,,,,499,4,,,,,,,,,,,160,14,,,,,,,,,,,,,,,79,82,356,26,,,,,,,,,,,,,232,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1174,4,,,60,17,,,,,,,,,,,,,,,,,,,,,392,17,,,,,751,7,,,104,7,316,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,7
18,19,27443,13997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,31,,,,,,,49,25,,,5,8,37,23,661,38,,,,,,,,,631,125,6,23,460,29,22,10,,,,,113,22,,,420,38,,,,,,,,,,,,,,,,,,,,,,,,,42,13,,,,,,,,,,,,,,,,,,,,,426,28,2541,6,,,,,,,,,,,,,1922,1,,,,,,,,,,,,,,,,,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,25,,,,,,,,,,,,,,,,,,,,,,,,,326,23,,,,,348,15,,,,,623,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,5,,,,,,,,,,,28,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4950,2
19,20,50381,13374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,22,,,,,,,,,,,10466,9,,,617,26,,,,,20,17,153,14,,,379,42,,,,,,,,,,,,,,,,,,,145,9,,,,,,,,,,,,,,,,,,,,,,,,,,,926,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,5072,12479,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,12,20,,,,,111,2,,,,,,,,,12,37,,,,,,,,,,,,,215,5,583,41,,,,,,,,,8584,12,4,37,87,69,,,,,,,,,,,404,40,,,,,,,,,,,,,,,13,2,,,,,762,2,,,,,,,,,,,,,,,127,9,,,,,,,,,97,71,349,28,,,,,,,,,,,,,9,55,,,,,,,,,,,,,,,,,,,,,,,12,1,,,14,2,,,459,2,,,,,,,,,,,,,,,46,61,7,11,155,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,55,,,,,,,,,,,,,,,9,2,,,,,,,,,,,,,,,53,36,,,,,147,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,59
21,22,2136,12355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,6,,,,,,,,,,,,,,,,,,,,,,,404,5,,,,,,,2939,8,,,,,,,,,3542,33,4,32,240,43,,,,,917,4,,,,,357,44,,,,,,,,,,,,,,,,,,,,,,,,,153,8,,,,,212,9,,,,,,,,,,,,,,,494,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,,,,,,,,,,,,,,,,,,1084,5,,,,,,,,,,,,,,,,,,,,,,,,,1128,5,,,,,,,,,,,106,64,,,,,,,,,,,,,18,7,,,162,2,,,,,6,2,,,5,4,,,300,7,,,,,,,,,,,,,,,,,,,37,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,62
22,23,1258,10450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,41,,,,,,,705,35,,,,,,,,,9692,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,24,3886,10392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,4,,,,,,,,,,,,,,,13,33,,,,,,,184,9,,,,,88,11,3964,4,,,,,,,,,25,880,10,10,391,33,8,15,,,86,12,205,12,,,542,34,,,,,5,3,,,,,,,,,,,,,17,40,,,,,,,,,,,985,2,,,,,,,,,,,,,,,1102,7,160,42,,,,,,,,,,,,,21,29,,,,,,,,,13,2,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,43,5,14,185,9,,,,,,,,,,,,,,,,,,,,,337,22,,,,,712,8,,,295,2,266,43,,,,,,,,,,,,,,,,,110,4,18,13,,,,,4,12,,,,,67,28,,,,,,,,,,,,,,,,,,,56,9,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,38
24,25,822,10045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,12,,,,,,,,,,,,,,,27,17,,,,,,,112,16,,,6,6,26,26,1235,20,,,,,26,11,,,3850,31,9,12,564,27,,,,,,,203,13,,,538,35,,,,,,,,,,,,,,,,,,,40,30,,,,,,,,,,,143,15,,,,,,,,,,,,,,,514,20,352,27,,,,,,,,,,,,,65,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,17,8,10,45,23,,,,,,,,,,,,,,,,,,,,,430,16,,,,,99,29,,,,,661,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,9,,,,,,,,,,,,,,,,,,,,,,,,,7,40,,,,,,,,,8,19,,,,,,,,,,,,,,,,,,,,,,,460,18
25,26,39856,9353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,7,,,,,,,,,,,,,,,49,7,,,,,,,74,21,,,,,18,37,808,31,,,,,,,,,2128,53,,,1512,13,,,,,,,,,,,1276,14,,,,,,,,,,,,,,,,,,,141,11,,,,,,,,,,,137,16,,,,,,,,,,,,,,,1078,8,,,,,,,,,,,,,,,36,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,36,,,,,,,,,,,,,,,,,,,,,375,19,,,,,,,,,,,1256,14,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,27
