bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,ary,ary_rank,arz,arz_rank,as,as_rank,ast,ast_rank,avk,avk_rank,awa,awa_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lmo,lmo_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
463,21386,11,6,7,4,3,,,,,,,18,25,,,,,,,,,,,,,,,15,5,,,,,,,,,,,18,15,,,,,,,,,3,6,,,,,23,19,,,,,,,200,9,,,,,46,14,1496,14,,,,,,,,,,,11025,8,5,22,731,22,13,9,12,3,27,16,103,28,,,,,1032,14,,,,,,,,,,,,,,,,,,,,,,,84,15,,,,,19,14,,,,,42,25,,,,,,,46,11,,,,,,,,,708,9,2270,4,,,,,,,,,,,,,39,22,4,3,,,,,8,4,,,,,,,,,,,13,13,,,,,,,,,,,,,,,,,4,12,,,,,,,,,,,,,260,20,1,17,44,19,,,,,,,,,,,,,,,,,,,,,308,17,,,,,598,6,,,,,,,883,15,,,,,,,,,,,,,,,,,,,,,,,28,9,,,,,10,17,,,,,121,18,,,,,,,,,,,,,82,8,,,,,,,48,20,,,,,51,15,,,,,,,,,53,16,,,,,,,,,,,,,,,,,,,,,,,885,15
29351,20173,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,,,,,,,,,,,,,,,,3,88,,,,,,,148,13,,,,,,,3741,2,,,,,,,,,,,3038,31,,,145,55,149,2,,,,,180,20,,,,,283,46,,,,,,,,,,,,,,,,,,,,,,,203,8,,,,,,,,,,,44,23,37,5,,,,,,,,,,,,,,,,,76,59,,,,,,,,,,,,,10,61,,,,,,,,,,,,,,,,,,,218,2,112,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,32,,,,,,,,,,,,,,,,,,,,,,,,,745,6,,,,,,,,,,,,,9211,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,40,,,,,,,,,,,,,,,,,,,,,,,,,,,840,1,,,,,,,,,666,6,,,,,,,,,,,,,,,,,,,,,,,145,41
2425,17020,13,,,,,,,,,,,116,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,,,,27,15,,,,,,,173,11,,,,,60,10,1327,15,,,,,,,,,,,4678,22,3,36,1528,8,,,9,6,199,8,255,7,,,,,1217,11,,,,,25,2,,,,,,,,,,,,,,,,,106,12,,,,,,,,,,,161,10,19,7,,,,,,,,,,,,,,,681,10,569,19,,,,,,,,,,,,,12,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,18,,,,,,,,,,,,,,,,,,,,,,,,,713,7,,,,,890,5,,,,,162,5,2751,7,,,,,,,,,,,,,,,,,,,,,66,9,,,,,,,,,,,,,148,15,,,,,3,8,,,,,,,,,,,,,,,214,10,,,,,282,4,,,,,,,,,28,19,,,,,,,,,,,,,,,,,,,,,,,308,27
2243,15224,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,14,,,,,,,,,,,,,,,9,46,,,,,,,,,,,,,,,2670,6,,,,,,,,,,,5749,14,,,,,,,,,,,8,106,,,,,1136,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,8,,,,,114,12,,,,,,,,,,,,,,,,,499,15,701,16,,,,,,,,,,,,,20,34,,,,,,,,,,,,,,,,,,,41,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,7,,,,,,,,,,,4,8,,,,,,,,,,,,,1048,5,,,,,434,11,,,,,19,13,1100,14,,,,,,,,,,,9,3,,,,,,,,,,,201,2,,,,,416,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,33
320,14761,15,,,,,,,,,,,99,16,,,,,,,,,7,6,,,,,,,,,,,,,14,1,,,56,8,,,,,,,,,10,3,,,,,37,8,,,,,,,112,16,,,8,5,25,21,982,20,,,,,,,119,6,,,5239,17,11,5,1257,12,24,7,8,9,74,13,248,8,,,,,2423,5,,,,,9,4,7,2,,,,,16,2,12,5,25,3,,,,,56,27,63,6,,,,,,,,,205,6,,,,,,,153,8,,,,,,,10,7,192,40,261,32,,,,,22,2,,,,,13,3,35,24,,,,,,,6,5,,,,,,,,,,,39,7,8,12,,,,,,,,,14,6,,,,,70,6,,,,,,,,,,,,,401,13,9,6,195,6,,,,,,,16,4,,,,,,,,,,,,,326,15,,,,,148,22,,,,,105,7,777,16,,,,,,,,,,,,,4,3,,,,,,,67,8,67,6,,,,,19,15,,,,,78,26,,,,,12,6,,,,,,,23,13,,,,,19,3,34,27,,,8,1,24,24,,,,,,,,,115,14,,,,,,,,,,,6,8,,,,,,,,,,,339,24
25821,14384,16,,,,,,,,,,,460,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2082,8,,,,,,,,,,,1006,91,8,11,1285,10,,,,,,,,,,,,,5462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1903,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1229,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,9,,,,,,,,,,,,,,,,,,,,,,,513,21
13,13941,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,9,,,,,,,85,21,,,7,6,19,26,862,21,,,,,,,30,13,,,6414,12,7,12,1623,7,,,6,14,,,32,49,,,5,2,408,35,,,,,,,,,,,,,1,4,,,,,,,,,533,3,,,,,,,,,,,76,14,,,3,1,,,,,,,,,,,,,240,30,1127,12,,,,,,,,,,,,,59,12,,,,,,,,,,,,,,,,,,,,,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,17,9,5,32,24,,,,,,,,,,,,,,,,,,,,,148,24,,,,,290,14,,,,,31,10,536,18,,,,,,,,,,,,,,,,,,,,,30,15,63,7,,,,,47,9,,,,,135,17,,,,,,,,,,,,,,,,,,,,,31,28,,,,,34,19,,,,,,,,,26,21,,,,,,,,,,,,,,,,,,,,,,,582,20
5072,12763,18,,,,,,,,,,,344,9,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,,,,,145,2,,,,,,,,,13,31,,,,,,,,,,,,,79,8,420,43,,,,,,,,,,,9375,9,7,14,123,57,,,,,24,17,,,,,,,341,40,,,,,,,,,,,,,,,,,52,2,,,,,,,310,2,,,,,,,,,,,,,,,,,106,10,,,,,,,,,95,59,352,24,,,,,,,,,,,,,54,14,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,,,36,4,,,126,2,132,5,,,,,,,,,,,,,36,70,6,11,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,27,51,,,,,,,70,67,,,,,,,,,,,,,,,,,,,44,2,,,,,,,,,,,,,,,35,49,,,,,203,2,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,65
1294,12646,19,,,,,,,,,,,37,22,,,,,,,,,12,5,,,,,,,,,,,,,,,,,5,23,,,,,,,,,,,,,,,22,24,,,,,,,,,,,,,47,13,549,30,,,,,,,,,,,7276,10,1,53,725,23,,,4,19,109,11,162,22,,,,,1275,10,,,,,,,,,,,,,,,10,6,,,,,,,108,11,,,,,,,,,,,63,19,,,,,,,13,17,,,,,6,2,6,10,645,11,,,,,,,,,,,,,,,136,6,,,,,,,,,,,,,,,,,,,,,13,10,,,,,,,7,4,,,,,,,5,11,,,,,,,,,,,,,396,14,,,25,28,,,,,,,2,9,,,,,,,,,,,,,29,56,,,,,,,,,,,,,355,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,10,,,,,142,16,,,,,,,,,,,,,57,10,,,,,,,26,29,,,,,19,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,26
2136,11671,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,7,,,,,,,,,,,,,,,,,,,,,,,238,8,,,,,,,1810,10,,,,,,,,,,,4144,24,4,27,212,43,,,,,1817,4,,,,,,,331,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,9,,,,,169,9,13,8,,,,,,,,,,,,,,,296,24,,,,,,,,,,,,,,,10,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3,,,,,,,,,,,,,,,,,,,,,641,6,,,,,,,,,,,,,,,,,,,,,,,,,703,8,,,,,,,,,,,,,70,66,,,,,,,,,,,,,,,,,17,7,,,110,5,,,,,11,3,149,5,12,3,,,325,8,,,,,,,,,,,,,,,,,,,,,216,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,59
3886,10045,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,3,,,,,,,,,,,,,,,17,28,,,,,,,185,10,,,,,50,11,1956,9,,,,,,,,,,,2543,41,5,25,334,35,12,10,8,10,148,10,229,11,,,,,549,23,,,,,4,6,,,,,,,,,,,,,,,,,18,50,,,,,,,,,,,517,2,,,,,,,,,,,,,,,,,763,7,234,35,,,,,,,,,,,,,27,28,,,,,,,,,11,3,,,10,7,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,41,6,10,80,12,,,,,,,,,,,,,,,,,,,,,232,20,,,,,539,7,,,,,174,4,347,30,,,,,,,,,,,,,,,,,,,,,77,7,15,14,,,,,262,3,,,,,97,21,,,,,,,,,,,,,,,,,,,,,186,11,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,47
181,9620,22,14,3,,,,,,,,,141,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,26,,,,,,,,,,,,,49,12,717,23,,,,,,,,,,,5391,15,,,781,21,,,10,5,,,54,34,,,,,645,20,,,,,,,,,,,,,,,,,,,,,,,94,13,,,,,146,10,,,,,24,36,,,,,,,,,,,,,,,,,150,46,112,50,,,,,,,,,,,,,,,,,,,,,3,6,,,,,,,,,,,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,28,,,39,21,,,,,,,,,,,,,,,,,,,,,47,45,,,,,101,28,,,,,,,378,27,,,,,,,,,,,,,,,,,111,3,,,,,,,,,3,5,,,,,,,107,19,,,,,,,,,,,,,12,18,,,,,,,44,23,,,,,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,32
5432,8859,23,,,,,,,,,,,352,8,,,,,8,2,,,,,,,,,,,,,,,,,,,,,33,12,,,,,13,5,,,,,,,,,9,51,,,,,,,,,,,,,,,213,69,,,,,,,,,,,4753,20,,,931,16,,,,,444,7,19,68,,,,,161,72,,,,,,,,,,,,,,,,,10,4,,,,,82,17,243,3,,,,,,,,,,,,,,,,,227,6,,,,,,,,,136,48,128,48,,,,,,,,,,,,,41,21,,,,,,,,,,,,,17,2,,,,,,,32,6,,,,,,,,,38,3,,,23,3,,,,,,,,,,,,,,,117,36,6,12,18,31,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,13,,,,,24,53,,,,,102,3,,,53,2,,,347,4,,,,,,,,,,,,,39,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,37
