bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
29351,20665,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,,,,,,,,,,,,,,,,,,,,,,,,,141,16,,,,,,,3425,9,,,,,,,,,3365,26,,,183,48,133,3,,,,,88,28,,,323,47,,,,,,,,,,,,,,,,,,,,,167,9,,,,,,,,,,,28,33,27,5,,,,,,,,,,,,,,,142,43,,,,,,,,,,,,,16,52,,,,,,,,,,,,,,,,,345,2,115,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,40,,,,,,,,,,,,,,,,,,,,,,,,,638,8,,,,,,,,,,,,,9865,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,30,,,,,,,,,,,,,,,,,,,,,,,,,1002,1,,,,,,,,,346,6,,,,,,,,,,,,,,,,,,,,,,,93,44
320,18816,12,,,,,,,,,,,113,8,,,,,9,6,,,,,,,,,8,1,,,101,9,,,,,,,,,7,4,,,,,44,7,,,,,,,139,17,,,8,5,53,18,1792,18,,,,,374,4,,,7712,12,23,3,1278,13,30,7,,,53,16,323,7,,,1497,12,,,,,,,2,4,,,4,2,,,12,4,,,,,73,21,42,6,,,,,,,,,243,5,,,,,313,6,,,,,,,3,8,260,34,305,27,,,,,8,4,,,,,17,2,26,32,,,,,,,4,7,,,,,,,,,32,10,25,10,,,,,,,,,7,5,,,,,120,3,,,,,,,,,,,,,903,10,7,7,68,14,,,,,,,7,4,,,,,,,,,,,,,430,14,,,,,256,19,,,,,118,7,1176,14,,,,,,,,,,,,,3,3,,,,,,,136,4,80,3,,,,,,,,,,,97,21,,,,,14,6,,,7,4,,,11,16,,,,,20,20,,,8,1,61,14,,,,,,,,,18,16,,,,,,,,,,,4,8,,,,,,,,,,,332,25
2243,18199,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,12,,,,,,,,,,,,,,,10,37,,,,,,,,,,,,,,,4649,4,,,,,,,,,5860,17,,,,,,,,,,,,,,,1789,8,,,,,,,,,,,,,,,,,,,,,,,,,,,128,9,,,,,170,12,,,,,,,,,,,,,,,600,16,191,38,,,,,,,,,,,,,17,47,,,,,,,,,,,,,,,,,63,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,6,,,,,,,,,,,,,,,,,,,,,,,,,970,7,,,,,665,8,,,,,31,10,1059,15,,,,,,,,,,,5,6,,,,,,,,,,,67,4,,,,,687,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,47
811,17715,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,12,,,,,,,13,45,,,,,,,1742,19,,,,,,,,,4958,19,3,36,1886,8,,,,,,,167,18,,,1596,10,,,,,,,,,,,,,4,5,,,,,,,475,5,,,,,,,,,,,118,17,,,,,,,,,,,,,,,84,75,312,26,,,,,,,,,,,,,228,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117,1,,,26,28,,,,,,,,,,,,,,,,,,,,,389,18,,,,,1167,4,,,,,115,8,304,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963,6
2425,17401,15,,,,,,,,,,,49,12,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,31,14,,,,,,,154,12,,,,,264,4,1522,20,,,,,,,,,4216,22,6,22,1114,19,,,8,12,158,9,214,9,,,1205,15,,,,,,,,,,,,,,,,,,,,,128,12,,,,,,,,,,,197,10,,,,,,,,,,,,,,,1069,7,491,20,,,,,,,,,,,,,25,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,24,,,,,,,,,,,,,,,,,,,,,,,,,978,6,,,,,747,7,,,,,164,3,3697,5,,,,,,,,,,,,,,,,,,,,,80,8,,,,,,,,,,,,,217,11,,,,,6,8,,,,,,,,,,,,,,,,,,,227,4,,,,,,,,,25,14,,,,,,,,,,,,,,,,,,,,,,,143,36
13,16848,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,,,,,,,148,13,,,7,6,38,24,1497,22,,,,,40,10,,,7575,13,5,24,1589,9,,,3,16,,,41,39,3,2,707,25,,,,,,,,,,,,,,,,,,,,,643,2,,,,,,,,,,,124,16,,,,,,,,,,,,,,,379,28,1236,12,,,,,,,,,,,,,61,13,,,,,,,,,,,,,,,,,,,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,12,23,2,76,13,,,,,,,,,,,,,,,,,,,,,144,29,,,,,334,16,,,,,33,9,725,20,,,,,,,,,,,,,,,,,,,,,40,12,21,12,,,,,87,6,,,,,134,17,,,,,,,,,,,,,,,,,,,23,18,,,,,,,,,,,,,,,17,18,,,,,,,,,,,,,,,,,,,,,,,351,22
25821,14849,17,,,,,,,,,,,239,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552,11,,,,,,,,,808,107,9,14,1405,12,,,,,,,,,,,3957,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2896,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,7,,,,,,,,,,,,,,,,,,,,,,,1433,7
1294,14210,18,,,,,,,,,,,33,14,,,,,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,8,,,,,,,,,,,,,69,15,1102,27,,,,,,,,,6518,14,12,6,974,21,,,,,85,15,189,11,,,2006,6,,,,,,,,,,,,,13,3,,,,,,,157,10,,,,,,,,,,,98,19,,,,,29,14,,,,,9,3,,,1001,9,,,,,,,,,,,,,,,31,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,,,,,,,,,,,,518,15,,,28,26,,,,,,,11,3,,,,,,,,,,,,,59,43,,,,,,,,,,,,,794,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,15,,,,,,,,,,,,,19,11,,,,,32,13,,,,,17,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,30
38950,13797,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,24,,,,,21,35,11934,1,,,,,,,,,1055,88,5,31,79,76,,,,,,,43,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,,97,20,,,,,,,,,,,,,,,26,135,48,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,33,,,,,,,,,,,,,,,,,,,,,,,,,69,38,,,,,22,56,,,,,,,57,86,,,,,,,,,,,,,,,,,,,,,20,18,23,11,,,,,12,14,,,10,3,29,53,,,,,,,,,,,,,,,,,,,,,,,,,9,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,98
2136,13351,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,6,,,,,,,,,,,,,,,,,,,,,,,449,4,,,,,,,3425,8,,,,,,,,,3597,24,7,17,185,47,,,,,900,4,,,,,395,41,,,,,,,,,,,,,,,,,,,,,,,,,,,144,6,,,,,197,9,,,,,,,,,,,,,,,417,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,1292,4,,,,,,,,,,,,,,,,,,,,,,,,,1474,3,,,,,,,,,,,,,93,66,,,,,,,,,,,,,,,,,6,10,,,221,2,,,,,4,2,,,4,3,,,286,7,,,,,,,,,,,,,,,,,,,31,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,85
50381,12969,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,34,1011,30,,,,,,,,,9549,11,,,487,31,,,,,136,12,166,19,,,283,52,,,,,,,,,,,,,,,,,,,,,116,14,,,,,,,,,,,,,,,,,,,,,,,,,,,574,18,96,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,12351,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,5,,,,,,,,,,,,,,,14,28,,,,,,,247,8,,,,,115,11,4905,3,,,,,,,,,1693,63,6,23,359,33,23,12,,,125,13,187,12,,,441,39,,,,,2,4,,,,,,,,,,,,,,,23,35,,,,,,,,,,,616,2,,,,,,,,,,,,,,,1018,8,100,54,,,,,,,,,,,,,31,24,,,,,,,,,6,2,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,32,1,17,124,10,,,,,,,,,,,,,,,,,,,,,209,24,,,,,552,10,,,,,177,2,238,37,,,,,,,,,,,,,,,,,,,,,80,9,31,8,,,,,382,2,,,,,95,24,,,,,,,,,,,,,,,,,,,52,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,43
27443,12005,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,21,,,,,,,65,23,,,12,3,50,19,1059,29,,,,,,,,,469,152,12,7,520,27,24,11,,,,,106,26,,,378,42,,,,,,,,,,,,,,,,,,,,,38,31,,,,,40,12,,,,,,,,,,,,,,,,,,,,,745,14,2031,7,,,,,,,,,,,,,405,3,,,,,,,,,,,,,,,,,,,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,31,,,,,,,,,,,,,,,,,,,,,,,,,408,16,,,,,492,12,,,,,,,740,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,7,,,,,,,,,,,52,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4024,2
5072,11950,24,,,,,,,,,,,1,23,,,,,,,,,,,,,,,,,,,8,23,,,,,158,2,,,,,,,,,8,43,,,,,,,,,,,,,155,9,519,53,,,,,,,,,6409,15,7,18,88,71,,,,,,,,,,,338,45,,,,,,,,,,,,,,,39,2,,,,,,,762,2,,,,,,,,,,,,,,,142,8,,,,,,,,,90,74,1901,9,,,,,,,,,,,,,88,10,,,,,,,,,,,,,,,,,,,,,,,,,10,1,,,19,2,,,650,2,38,6,,,,,,,,,,,,,43,68,2,15,154,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,57,,,,,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,24,58,,,,,127,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,68
822,9593,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,10,,,,,,,,,,,,,,,18,23,,,,,,,90,19,,,3,9,14,45,1872,17,,,,,16,12,,,3430,25,5,26,519,28,,,,,,,175,15,,,559,30,,,,,,,,,,,,,,,,,,,,,20,39,,,,,,,,,,,85,21,,,,,,,,,,,,,,,307,30,314,25,,,,,,,,,,,,,24,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303,23,4,12,27,27,,,,,,,,,,,,,,,,,,,,,353,19,,,,,145,29,,,,,,,748,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,28,,,,,,,,,,,,,,,,,,,,,,,,,1,52,,,,,,,,,11,20,,,,,,,,,,,,,,,,,,,,,,,396,20
