bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
13,18301,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,7,,,,,,,153,13,,,6,5,51,21,1340,21,,,,,38,9,,,9311,10,6,19,1512,10,,,2,15,,,56,33,5,2,622,25,,,,,,,,,,,3,4,,,,,,,,,722,2,,,,,,,,,,,123,16,,,,,,,,,,,,,,,363,31,1178,10,,,,,,,,,,,,,72,11,,,,,,,,,,,,,,,,,,,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,13,20,2,62,15,,,,,,,,,,,,,,,,,,,,,204,26,,,,,249,18,,,,,42,9,838,15,,,,,,,,,,,,,,,,,,,,,21,16,42,8,,,,,132,6,,,,,131,17,,,,,,,,,,,,,,,,,,,41,12,,,,,,,,,,,,,,,10,22,,,,,,,,,,,,,,,,,,,,,,,388,21
811,17836,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,11,,,,,,,21,39,,,,,,,1484,17,,,,,,,,,5429,21,2,49,1837,8,,,,,,,154,19,,,1334,11,,,,,,,,,,,,,9,5,,,,,,,559,4,,,,,,,,,,,144,15,,,,,,,,,,,,,,,69,88,351,24,,,,,,,,,,,,,342,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469,2,,,28,27,,,,,,,,,,,,,,,,,,,,,603,13,,,,,726,5,,,,,166,4,305,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2764,5
2243,17685,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,12,,,,,,,,,,,,,,,24,22,,,,,,,,,,,,,,,4060,3,,,,,,,,,5358,22,,,,,,,,,,,,,,,1824,7,,,,,,,,,,,,,,,,,,,,,,,,,,,147,9,,,,,170,11,,,,,,,,,,,,,,,573,19,237,34,,,,,,,,,,,,,24,35,,,,,,,,,,,,,,,,,74,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,7,,,,,,,,,,,,,,,,,,,,,,,,,1368,6,,,,,653,7,,,,,40,10,806,17,,,,,,,,,,,8,5,,,,,,,,,,,97,3,,,,,1264,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,47
320,17325,14,,,,,,,,,,,83,10,,,,,6,6,,,,,,,,,10,1,,,130,9,,,,,,,,,14,3,,,,,53,6,,,,,,,113,18,,,6,6,40,28,1676,15,,,,,190,6,,,6948,13,22,2,1127,16,35,9,,,62,16,214,9,,,1130,14,,,,,,,3,3,,,7,2,,,10,4,,,,,96,20,68,4,,,,,,,,,270,6,,,,,298,5,,,,,,,8,7,265,34,310,26,,,,,7,4,,,,,12,2,34,23,,,,,,,7,5,,,,,,,,,34,9,23,8,,,,,,,,,8,7,,,,,117,3,,,,,,,,,,,,,718,10,20,3,56,17,,,,,,,6,6,,,,,,,,,,,,,721,10,,,,,464,9,,,,,90,8,1066,14,,,,,,,,,,,,,2,3,,,,,,,89,8,83,5,,,,,,,,,,,98,24,,,,,25,4,,,4,4,,,25,13,,,,,25,21,,,12,1,71,13,,,,,,,,,32,14,,,,,,,,,,,6,6,,,,,,,,,,,276,25
2425,17314,15,,,,,,,,,,,64,12,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,32,16,,,,,,,179,11,,,,,101,14,1367,20,,,,,,,,,4477,24,4,35,1174,15,,,8,5,160,11,210,11,,,1126,15,,,,,,,,,,,,,,,,,,,,,168,11,,,,,,,,,,,162,12,,,,,,,,,,,,,,,985,7,579,19,,,,,,,,,,,,,6,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284,20,,,,,,,,,,,,,,,,,,,,,,,,,1004,7,,,,,716,6,,,,,209,3,3605,4,,,,,,,,,,,,,,,,,,,,,89,9,,,,,,,,,,,,,171,15,,,,,4,8,,,,,,,,,,,,,,,,,,,272,4,,,,,,,,,23,15,,,,,,,,,,,,,,,,,,,,,,,127,34
50381,14822,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,22,1092,24,,,,,,,,,11064,9,,,537,26,,,,,127,13,181,13,,,388,39,,,,,,,,,,,,,,,,,,,,,140,13,,,,,,,,,,,,,,,,,,,,,,,,,,,606,18,145,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,14637,17,,,,,,,,,,,47,13,,,,,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,10,,,,,,,,,,,,,109,12,932,27,,,,,,,,,6838,14,12,7,913,22,,,,,68,14,162,16,,,2253,5,,,,,,,,,,,,,17,3,,,,,,,197,10,,,,,,,,,,,123,17,,,,,21,15,,,,,10,3,,,990,6,,,,,,,,,,,,,,,32,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,,,,,,,,,,,,,466,15,,,33,26,,,,,,,14,3,,,,,,,,,,,,,48,52,,,,,,,,,,,,,794,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,14,,,,,,,,,,,,,33,11,,,,,26,20,,,,,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,28
181,14635,18,16,3,,,,,,,,,71,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,15,,,,,,,,,,,,,174,10,1524,16,,,,,,,,,7249,12,,,1665,9,,,3,13,,,65,29,,,1024,17,,,,,,,,,,,,,,,,,,,,,117,16,,,,,261,4,,,,,70,23,,,,,,,,,,,,,,,225,38,149,43,,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,19,,,52,19,,,,,,,,,,,,,,,,,,,,,241,23,,,,,91,31,,,,,,,508,24,,,,,,,,,,,,,,,,,271,2,,,,,,,,,1,3,,,,,,,249,9,,,,,,,,,,,,,13,17,,,,,21,23,,,,,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,29
25821,14206,19,,,,,,,,,,,247,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2577,10,,,,,,,,,802,108,6,26,1449,12,,,,,,,,,,,3890,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1056,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,7,,,,,,,,,,,,,,,,,,,,,,,1143,8
27443,13879,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,32,,,,,,,53,25,,,7,4,43,25,1470,18,,,,,,,,,493,150,13,6,482,30,28,11,,,,,192,12,,,455,36,,,,,,,,,,,,,,,,,,,,,28,36,,,,,98,11,,,,,,,,,,,,,,,,,,,,,374,29,2076,8,,,,,,,,,,,,,477,3,,,,,,,,,,,,,,,,,,,49,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,22,,,,,,,,,,,,,,,,,,,,,,,,,599,14,,,,,125,24,,,,,,,751,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,8,,,,,,,,,,,30,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5694,2
2136,13844,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222,6,,,,,,,,,,,,,,,,,,,,,,,397,5,,,,,,,3052,8,,,,,,,,,3834,26,6,22,176,50,,,,,1022,4,,,,,473,34,,,,,,,,,,,,,,,,,,,,,,,,,,,250,5,,,,,228,8,,,,,,,,,,,,,,,458,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,,,,,,,,,,,,,,,,,,,,,1099,5,,,,,,,,,,,,,,,,,,,,,,,,,1967,3,,,,,,,,,,,,,63,82,,,,,,,,,,,,,,,,,12,7,,,178,2,,,,,6,2,,,6,3,,,318,7,,,,,,,,,,,,,,,,,,,40,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,110
3886,12134,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,4,,,,,,,,,,,,,,,28,20,,,,,,,249,9,,,,,178,9,3936,4,,,,,,,,,1887,55,10,13,372,33,21,12,,,154,12,171,15,,,496,31,,,,,4,3,,,,,,,,,,,,,,,33,33,,,,,,,,,,,713,2,,,,,,,,,,,,,,,918,9,123,52,,,,,,,,,,,,,43,17,,,,,,,,,14,2,,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,39,9,7,110,11,,,,,,,,,,,,,,,,,,,,,270,21,,,,,433,11,,,,,220,2,251,36,,,,,,,,,,,,,,,,,,,,,90,6,31,9,,,,,692,2,,,,,101,23,,,,,,,,,,,,,,,,,,,42,11,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,50
6819,12109,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,18,4337,2,,,,,,,,,5711,20,5,31,126,58,,,,,,,32,44,,,273,52,,,,,,,,,,,,,,,,,,,,,30,35,,,,,,,,,,,,,,,,,,,,,,,10,4,,,145,55,86,61,,,,,,,,,,,,,24,36,,,,,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,116,42,,,25,28,,,,,,,,,,,,,,,,,,,,,612,12,,,,,28,45,,,,,,,165,50,,,,,,,,,,,,,,,,,,,,,31,13,,,,,,,,,,,,,129,18,,,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,43
2952,11344,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,8,,,,,,,,,,,,,118,11,903,29,,,,,,,,,6614,17,6,24,816,24,,,5,10,,,178,14,,,742,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,17,,,,,,,11,5,452,24,28,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808,8,,,85,13,,,,,,,,,,,,,,,,,,,,,,,,,,,107,29,,,,,,,194,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5072,10957,25,,,,,,,,,,,9,21,,,,,,,,,,,,,,,,,,,19,17,,,,,146,2,,,,,,,,,6,54,,,,,,,,,,,,,202,7,525,50,,,,,,,,,6797,15,12,8,52,92,,,,,,,,,,,342,44,,,,,,,,,,,,,,,44,2,,,,,,,772,2,,,,,,,,,,,,,,,169,8,,,,,,,,,100,72,337,25,,,,,,,,,,,,,34,25,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,38,2,,,690,2,34,6,,,,,,,,,,,,,46,63,5,13,155,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,73,,,,,,,,,,,,,,,,,,,17,2,,,,,,,,,,,,,,,41,43,,,,,243,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,82
