bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
463,21073,11,,,24,3,,,,,,,,,,,,,,,14,5,,,,,,,,,39,10,,,,,,,,,11,3,,,,,32,11,,,,,,,206,9,,,,,80,12,1575,15,,,,,,,,,11416,7,11,8,,,21,13,9,8,,,111,16,,,,,,,,,,,,,,,,,,,,,,,93,16,,,,,22,14,,,,,61,22,,,,,48,12,,,,,,,,,787,8,1919,6,,,,,,,,,,,,,49,15,,,,,,,17,3,,,,,,,23,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,15,9,8,52,25,,,,,,,,,,,,,,,,,375,13,,,,,909,4,,,,,1564,11,,,,,,,,,,,,,,,,,,,15,12,,,,,29,8,,,,,104,16,,,,,,,,,,,,,50,8,,,,,85,16,,,,,53,11,,,,,,,,,19,14,,,,,,,,,,,,,,,,,,,,,937,8
2243,16423,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,,,,,,,,,,,,,,,7,44,,,,,,,,,,,,,,,3736,3,,,,,,,,,6188,18,,,,,,,,,,,,,,,2168,6,,,,,,,,,,,,,,,,,,,,,,,,,81,9,,,,,122,10,,,,,,,,,,,,,,,507,17,134,42,,,,,,,,,,,,,10,44,,,,,,,,,,,,,,,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,5,,,,,,,,,,,,,,,,,,,,,805,5,,,,,496,9,,,23,10,834,17,,,,,,,3,6,,,,,,,,,,,70,4,,,,,462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,48
25821,15521,13,,,,,,,,,,,130,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3013,6,,,,,,,,,1103,78,12,7,1227,12,,,,,,,,,,,5853,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3132,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1030,3,,,,,,,,,,,,,,,,,,,,,,,,,,,21,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,15328,14,,,,,,,,,,,193,7,,,,,,,,,,,,,1,1,,,74,9,,,,,,,,,8,4,,,,,50,9,,,,,,,81,15,,,9,4,39,20,860,21,,,,,166,6,,,6464,16,20,3,1544,9,29,8,,,23,15,137,10,,,1098,11,,,,,,,7,3,,,7,2,,,8,3,,,45,24,59,5,,,,,,,,,173,6,,,,,322,4,,,,,,,10,3,185,40,450,21,,,,,8,3,,,,,10,3,36,21,,,,,,,14,5,,,,,,,16,11,,,,,,,,,16,4,,,,,92,3,,,,,,,,,,,,,576,8,59,2,105,12,,,,,1,7,,,,,,,,,,,431,9,,,,,152,22,,,67,7,915,15,,,,,,,,,9,2,,,,,,,28,11,51,5,,,,,,,,,,,44,33,,,,,17,6,,,10,4,,,19,11,,,,,123,13,,,8,1,48,13,,,,,,,,,33,11,,,,,,,,,,,,,,,,,,,,,378,18
2425,15286,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,,,,13,33,,,,,,,39,24,,,,,81,11,931,19,,,,,,,,,5628,19,5,23,1133,16,,,7,11,122,9,166,8,,,994,13,,,,,,,,,,,,,,,,,,,106,13,,,,,,,,,,,105,15,,,,,,,,,,,,,,,597,10,577,17,,,,,,,,,,,,,8,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,20,,,,,,,,,,,,,,,,,,,,,232,23,,,,,534,7,,,146,4,3234,5,,,,,,,,,,,,,,,,,49,9,,,,,,,,,,,,,114,14,,,,,2,8,,,,,,,,,,,,,,,,,,,71,9,,,,,,,,,26,13,,,,,,,,,,,,,,,,,,,,,140,27
181,14847,16,9,4,,,,,,,,,273,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,30,,,,,,,,,,,,,121,8,1244,17,,,,,,,,,8317,12,,,1448,11,,,8,10,,,55,29,,,653,22,,,,,,,,,,,,,,,,,,,131,10,,,,,163,5,,,,,109,13,,,,,,,,,,,,,,,172,41,152,39,,,,,,,,,,,,,,,,,,,,,8,6,,,,,,,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,16,,,103,13,,,,,,,,,,,,,,,,,198,25,,,,,111,28,,,,,641,22,,,,,,,,,,,,,109,3,,,,,,,,,1,3,,,,,,,177,8,,,,,,,,,,,,,17,12,,,,,134,12,,,,,14,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,30
13,14669,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10,,,,,,,89,14,,,2,9,47,17,881,20,,,,,,,,,7731,13,5,19,1163,15,,,10,7,,,,,60,1,422,30,,,,,,,,,,,2,3,,,,,,,499,3,,,,,,,,,,,119,11,,,,,,,,,,,,,,,353,27,1172,12,,,,,,,,,,,,,102,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,117,9,7,69,19,,,,,,,,,,,,,,,,,192,26,,,,,215,20,,,35,8,736,19,,,,,,,,,,,,,,,,,8,19,39,7,,,,,65,6,,,,,110,15,,,,,,,,,,,,,,,,,,,50,24,,,,,,,,,,,,,,,17,15,,,,,,,,,,,,,,,,,,,,,425,15
50381,13946,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,37,,,,,,,,,,,12762,5,,,,,,,,,19,17,103,17,,,148,64,,,,,,,,,,,,,,,,,,,94,15,,,,,,,,,,,,,,,,,,,,,,,,,,,502,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,29,,,,,,,,,,,,,,,,,,,,,,,,,,,179,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,11956,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,21,,,,,,,70,16,,,,,,,559,39,,,,,,,,,4640,24,,,275,36,,,9,9,138,8,17,59,,,4825,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,,,,,,,,,,,,,,,360,26,227,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231,18,,,42,27,,,,,,,,,,,,,,,,,215,24,,,,,97,31,,,,,,,,,,,,,,,,,,,,,,,6,23,,,,,,,24,9,,,,,67,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,36
27443,11580,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,26,,,,,,,62,17,,,7,5,22,29,700,28,,,,,,,,,688,113,10,11,665,24,26,11,,,,,61,27,,,490,28,,,,,,,,,,,,,,,,,,,,,,,,,28,13,,,,,,,,,,,,,,,,,,,,,483,22,1774,9,,,,,,,,,,,,,1876,1,,,,,,,,,,,,,,,,,22,8,,,,,,,,,,,,,,,,,,,,,,,,,,,142,28,,,,,,,,,,,,,,,,,,,,,271,18,,,,,223,18,,,,,667,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306,1
2719,11325,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,78,,,,,,,55,19,,,,,32,22,586,36,,,,,,,,,8809,10,4,27,393,28,,,,,,,44,30,,,567,23,,,,,,,,,,,,,,,,,,,75,18,,,,,,,,,,,31,28,,,,,,,,,,,,,,,222,37,,,,,,,,,,,,,,,29,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,48,,,,,,,,,,,,,,,,,,,,,42,46,,,,,,,,,,,162,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,36,,,,,,,,,,,,,,,,,,,,,,,,,3,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,25
2136,9356,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,7,,,,,,,,,,,,,,,,,,,,,,,310,4,,,,,,,2088,11,,,,,,,,,2865,35,7,17,184,43,,,,,608,5,,,,,214,48,,,,,,,,,,,,,,,,,,,,,,,,,114,7,,,,,115,12,,,,,,,,,,,,,,,261,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,,,,,702,4,,,,,,,,,,,,,,,,,,,,,655,7,,,,,,,,,,,174,45,,,,,,,,,,,,,16,7,,,97,4,,,,,,,,,8,3,,,693,3,,,,,,,,,,,,,,,,,,,62,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,91
5072,9132,23,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,11,17,,,,,78,4,,,,,,,,,18,27,,,,,,,,,,,,,142,6,419,44,,,,,,,,,6537,15,3,36,109,56,,,,,,,,,,,261,43,,,,,,,,,,,,,,,10,2,,,,,384,2,,,,,,,,,,,,,,,257,8,,,,,,,,,86,74,254,29,,,,,,,,,,,,,17,34,,,,,,,,,,,,,,,,,,,,,28,1,,,19,3,,,85,2,,,,,,,,,,,,,,,53,55,5,11,96,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,59,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,19,56,,,,,84,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,86
2952,8792,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,14,,,,,,,,,,,,,82,10,618,34,,,,,,,,,4476,25,9,12,685,23,,,11,6,,,117,14,,,1487,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,18,,,,,,,,,420,23,44,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,22,,,235,6,,,,,,,,,,,,,,,,,,,,,,,96,32,,,,,110,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,8761,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,,16,31,,,,,,,,,,,3,8,13,40,1274,16,,,,,,,,,3650,29,7,16,444,27,,,,,,,87,19,,,295,40,,,,,,,,,,,,,,,,,,,37,27,,,,,,,,,,,77,19,,,,,,,,,,,,,,,507,16,432,23,,,,,,,,,,,,,53,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,17,2,17,77,15,,,,,,,,,,,,,,,,,349,14,,,,,91,33,,,,,520,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,20,,,,,,,,,,,,,,,,,,,,,,,,,5,35,,,,,,,,,5,20,,,,,,,,,,,,,,,,,,,,,485,13
811,8526,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,7,,,,,,,8,50,,,,,,,856,22,,,,,,,,,3363,31,,,1490,10,,,,,,,73,24,,,486,29,,,,,,,,,,,,,1,7,,,,,205,8,,,,,,,,,,,77,18,,,,,,,,,,,,,,,58,90,220,33,,,,,,,,,,,,,192,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,11,,,45,26,,,,,,,,,,,,,,,,,264,20,,,,,358,11,,,31,9,262,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,8383,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,5,,,,,,,,,,,,,,,22,22,,,,,,,,,,,,,78,13,3029,5,,,,,,,,,16,971,8,14,295,33,26,10,,,53,13,138,9,,,339,36,,,,,8,3,,,,,,,,,,,,,15,40,,,,,,,,,,,606,2,,,,,,,,,,,,,,,504,18,131,44,,,,,,,,,,,,,13,40,,,,,,,,,9,2,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,38,3,15,156,10,,,,,,,,,,,,,,,,,238,22,,,,,1011,3,,,153,2,215,39,,,,,,,,,,,,,,,,,95,5,20,10,,,,,,,,,,,57,27,,,,,,,,,,,,,,,,,,,812,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,47
