bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
13,20379,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,8,,,,,,,99,14,,,4,7,72,15,1499,18,,,,,22,11,,,9454,11,5,23,1645,14,,,3,12,,,,,5,2,890,18,,,,,,,,,,,,,,,,,,,1616,1,,,,,,,,,,,157,15,,,,,,,,,,,,,,,456,23,1093,11,,,,,,,,,,,,,94,10,,,,,,,,,,,,,,,,,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1108,4,9,4,55,22,,,,,,,,,,,,,,,,,,,,,318,22,,,,,316,14,,,19,11,726,18,,,,,,,,,,,,,,,,,15,16,31,9,,,,,89,6,,,,,152,16,,,,,,,,,,,,,,,,,,,39,16,,,,,,,,,,,,,,,16,13,,,,,,,,,,,,,,,,,,,,,,,332,20
2243,19469,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,12,,,,,,,,,,,,,,,4,62,,,,,,,,,,,,,,,6055,1,,,,,,,,,5861,21,,,,,,,,,,,,,,,1718,7,,,,,,,,,,,,,,,,,,,,,,,,,133,9,,,,,202,9,,,,,,,,,,,,,,,683,16,210,37,,,,,,,,,,,,,14,37,,,,,,,,,,,,,,,67,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,7,,,,,,,,,,,,,,,,,,,,,,,,,1214,4,,,,,551,9,,,34,9,853,15,,,,,,,5,6,,,,,,,,,,,37,7,,,,,803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,47
25821,18201,13,,,,,,,,,,,350,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2624,11,,,,,,,,,1177,82,5,29,1669,13,,,,,,,,,,,3769,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5495,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721,5
1294,16565,14,,,,,,,,,,,44,12,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,,,,,,,,,,,,,63,17,1761,15,,,,,,,,,7494,14,6,18,891,22,,,,,,,171,15,,,2690,4,,,,,,,,,,,,,6,4,,,,,149,12,,,,,,,,,,,144,16,,,,,70,12,,,,,1,6,,,1282,6,,,,,,,,,,,,,,,46,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,460,15,,,39,25,,,,,,,5,5,,,,,,,,,,,,,71,43,,,,,,,,,,,673,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,12,,,,,,,,,,,,,20,11,,,,,16,28,,,,,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,23
181,16366,15,14,4,,,,,,,,,133,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,21,,,,,,,,,,,,,126,8,1641,16,,,,,,,,,8270,13,,,1991,8,,,13,3,,,85,28,,,816,20,,,,,,,,,,,,,,,,,,,172,10,,,,,291,4,,,,,107,21,,,,,,,,,,,,,,,242,35,120,49,,,,,,,,,,,,,,,,,,,,,8,4,,,,,,,37,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,18,,,64,16,,,,,,,,,,,,,,,,,,,,,293,25,,,,,128,28,,,,,728,17,,,,,,,,,,,,,264,2,,,,,,,,,2,3,,,,,,,171,15,,,,,,,,,,,,,16,14,,,,,59,11,,,,,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,29
315,16354,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,67,,,,,,,,,,,,,,,56,215,,,,,,,,,16130,3,,,,,,,,,,,,,,,75,114,,,,,,,,,,,,,,,,,,,2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,52,,,,,33,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,170
320,16100,17,,,,,,,,,,,202,7,,,,,11,2,,,,,,,,,6,1,,,83,9,,,,,,,,,11,3,,,,,40,6,,,,,,,65,19,,,9,2,50,21,1378,20,,,,,153,6,,,6541,17,12,8,1075,17,20,10,,,51,13,224,8,,,1248,11,,,,,,,2,4,,,6,2,,,18,2,,,93,20,48,5,,,,,,,,,226,7,,,,,363,4,,,,,,,9,6,220,41,299,30,,,,,9,4,,,,,6,2,48,15,,,,,,,10,3,,,,,,,32,10,28,8,,,,,,,,,4,7,,,,,82,3,,,,,,,,,,,,,870,8,23,2,63,17,,,,,,,13,2,,,,,,,,,,,,,751,7,,,,,164,23,,,68,8,873,14,,,,,,,,,6,3,,,,,,,43,11,55,4,,,,,,,,,,,66,30,,,,,15,4,,,8,3,,,19,12,,,,,44,13,,,4,1,21,23,,,,,,,,,38,10,,,,,,,,,,,,,,,,,,,,,,,274,22
50381,14456,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,31,,,,,,,,,,,12083,9,,,523,30,,,,,51,14,178,14,,,253,51,,,,,,,,,,,,,,,,,,,170,11,,,,,,,,,,,,,,,,,,,,,,,,,,,761,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,14215,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,25,15,,,,,,,61,21,,,,,97,9,1021,26,,,,,,,,,4093,30,5,25,1156,16,,,5,7,105,11,182,13,,,934,16,,,,,,,,,,,,,,,,,,,120,18,,,,,,,,,,,144,17,,,,,,,,,,,,,,,627,18,579,18,,,,,,,,,,,,,8,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,28,,,,,,,,,,,,,,,,,,,,,,,,,635,10,,,,,808,4,,,152,4,2770,5,,,,,,,,,,,,,,,,,63,7,,,,,,,,,,,,,118,20,,,,,5,8,,,,,,,,,,,,,,,,,,,101,7,,,,,,,,,15,15,,,,,,,,,,,,,,,,,,,,,,,173,30
811,13874,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,4,,,,,,,14,44,,,,,,,1352,21,,,,,,,,,4147,28,3,39,2049,7,,,,,,,123,20,,,1239,12,,,,,,,,,,,,,2,6,,,,,694,4,,,,,,,,,,,177,12,,,,,,,,,,,,,,,123,66,243,33,,,,,,,,,,,,,201,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,6,,,26,28,,,,,,,,,,,,,,,,,,,,,354,20,,,,,542,10,,,103,7,264,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,7
2136,12900,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,6,,,,,,,,,,,,,,,,,,,,,,,245,6,,,,,,,2687,9,,,,,,,,,4631,23,17,2,245,45,,,,,898,4,,,,,310,43,,,,,,,,,,,,,,,,,,,,,,,,,133,8,,,,,178,11,,,,,,,,,,,,,,,471,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,1266,3,,,,,,,,,,,,,,,,,,,,,,,,,1002,5,,,,,,,,,,,101,62,,,,,,,,,,,,,11,7,,,126,2,,,,,3,2,,,3,3,,,298,8,,,,,,,,,,,,,,,,,,,56,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,61
822,12505,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,15,,,,,,,,,,,,,,,22,17,,,,,,,91,16,,,4,8,23,29,1419,19,,,,,17,12,,,6332,19,8,13,616,28,,,,,,,185,10,,,483,34,,,,,,,,,,,,,,,,,,,56,27,,,,,,,,,,,112,20,,,,,,,,,,,,,,,593,20,356,26,,,,,,,,,,,,,65,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388,17,4,13,66,14,,,,,,,,,,,,,,,,,,,,,426,15,,,,,130,27,,,,,527,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,14,,,,,,,,,,,,,,,,,,,,,,,,,7,40,,,,,,,,,8,21,,,,,,,,,,,,,,,,,,,,,,,363,17
27443,12374,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,31,,,,,,,56,26,,,5,6,13,43,689,36,,,,,,,,,696,114,5,30,675,25,23,9,,,,,117,22,,,403,38,,,,,,,,,,,,,,,,,,,,,,,,,59,12,,,,,,,,,,,,,,,,,,,,,325,30,2730,4,,,,,,,,,,,,,1613,1,,,,,,,,,,,,,,,,,20,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,33,,,,,,,,,,,,,,,,,,,,,,,,,307,24,,,,,337,13,,,,,567,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,4,,,,,,,,,,,50,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3316,2
5072,9750,24,,,,,,,,,,,1,22,,,,,,,,,,,,,,,,,,,16,17,,,,,136,2,,,,,,,,,7,46,,,,,,,,,,,,,153,6,510,46,,,,,,,,,6793,16,7,16,103,64,,,,,,,,,,,328,42,,,,,,,,,,,,,,,9,4,,,,,429,2,,,,,,,,,,,,,,,158,9,,,,,,,,,94,76,315,29,,,,,,,,,,,,,8,53,,,,,,,,,,,,,,,,,,,,,,,3,1,,,41,2,,,152,2,,,,,,,,,,,,,,,48,64,7,8,95,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,60,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,38,43,,,,,115,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,55
3886,9225,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,3,,,,,,,,,,,,,,,19,22,,,,,,,140,9,,,,,85,11,3191,6,,,,,,,,,35,757,9,10,343,35,5,18,,,165,8,183,11,,,494,33,,,,,3,3,,,,,,,,,,,,,30,36,,,,,,,,,,,823,2,,,,,,,,,,,,,,,904,11,165,43,,,,,,,,,,,,,21,26,,,,,,,,,8,3,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,36,7,7,122,9,,,,,,,,,,,,,,,,,,,,,354,21,,,,,915,3,,,184,2,189,41,,,,,,,,,,,,,,,,,75,4,20,10,,,,,54,7,,,,,78,26,,,,,,,,,,,,,,,,,,,121,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,43
39856,8465,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,8,,,,,,,,,,,,,,,39,7,,,,,,,78,18,,,,,31,25,687,37,,,,,,,,,1947,58,,,1704,11,,,,,,,,,,,900,17,,,,,,,,,,,,,,,,,,,200,9,,,,,,,,,,,162,14,,,,,,,,,,,,,,,1149,8,,,,,,,,,,,,,,,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,48,,,,,,,,,,,,,,,,,,,,,395,19,,,,,,,,,,,807,16,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,33
