bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2243,21005,11,,,,,,,,,,,,,,,,,,,,,,,,,,,28,14,,,,,,,,,,,,,,,4,49,,,,,,,,,,,,,,,5830,2,,,,,,,,,6555,16,,,,,,,,,,,,,,,3282,4,,,,,,,,,,,,,,,,,,,,,,,,,81,9,,,,,209,7,,,,,,,,,,,,,,,893,10,232,31,,,,,,,,,,,,,13,43,,,,,,,,,,,,,,,54,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1501,1,,,,,,,,,,,,,,,,,,,76,37,,,,,488,8,,,20,10,995,14,,,,,,,3,5,,,,,,,,,,,119,3,,,,,579,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,54
50381,19121,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17769,2,,,,,,,,,15,15,123,10,,,,,,,,,,,,,,,,,,,,,,,88,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1018,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,17413,13,11,5,,,,,,,,,322,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,,,,,,,,,,,,,87,9,1466,17,,,,,,,,,9315,9,,,1754,8,,,5,8,,,57,28,,,1287,13,,,,,,,,,,,,,,,,,,,168,9,,,,,234,4,,,,,142,13,,,,,,,,,,,,,,,197,38,164,39,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,17,,,50,13,,,,,,,,,,,,,,,216,23,,,,,164,19,,,,,858,15,,,,,,,,,,,,,46,4,,,,,,,,,3,2,,,,,,,224,7,,,,,,,,,18,11,,,,,97,13,,,,,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,24
320,15817,14,,,,,,,,,,,140,7,,,,,,,,,,,,,,,80,9,,,,,,,,,20,3,,,,,33,7,,,,,,,74,17,,,12,3,31,21,1069,22,,,,,120,6,,,6625,15,9,9,1052,16,17,9,,,71,9,108,14,,,1642,10,,,,,,,5,3,,,7,2,,,17,2,,,41,28,27,4,,,,,,,,,207,8,,,,,320,5,,,,,,,6,6,183,43,442,22,,,,,12,3,,,,,19,2,67,12,,,,,,,9,3,,,,,,,29,9,,,,,,,,,2,6,,,,,53,4,,,,,,,,,,,,,738,8,15,3,36,19,,,,,1,8,,,,,,,,,610,9,,,,,168,18,,,57,8,1008,13,,,,,,,,,3,3,,,,,,,51,9,61,5,,,,,,,,,,,121,16,,,,,8,6,4,4,14,13,,,,,97,14,,,6,1,34,13,,,,,,,,,40,10,,,,,,,,,,,,,,,,,,,196,20
13,14850,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9,,,,,,,124,11,,,3,6,57,12,1103,21,,,,,,,,,7426,12,6,16,1409,13,,,7,6,,,,,3,2,688,25,,,,,,,,,,,,,,,,,,,305,5,,,,,,,,,,,165,11,,,,,,,,,,,,,,,353,28,1082,11,,,,,,,,,,,,,147,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,122,3,14,21,28,,,,,,,,,,,,,,,269,19,,,,,293,11,,,20,9,709,20,,,,,,,,,,,,,,,,,15,14,41,7,,,,,61,5,,,,,137,13,,,,,,,,,,,,,,,31,25,,,,,,,,,,,,,,,18,12,,,,,,,,,,,,,,,,,,,321,17
25821,13857,16,,,,,,,,,,,39,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2902,7,,,,,,,,,282,202,10,8,1542,11,,,,,,,,,,,4410,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3291,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311,2,,,,,,,,,,,,,,,,,,,,,,,,,70,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,13838,17,,,,,,,,,,,65,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,,,,,,,,,,,,,39,18,810,30,,,,,,,,,7410,13,3,29,722,21,,,,,,,116,11,,,1995,6,,,,,,,,,,,,,,,,,,,155,10,,,,,,,,,,,116,15,,,,,26,12,,,,,2,6,,,876,11,,,,,,,,,,,,,,,26,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,410,12,,,24,24,,,,,4,6,,,,,,,,,45,50,,,,,,,,,,,561,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,15,,,,,,,,,,,,,,,55,23,,,,,11,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,19
811,12179,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,3,,,,,,,17,35,,,,,,,1221,20,,,,,,,,,3552,29,,,2157,6,,,,,,,61,27,,,1344,12,,,,,,,,,,,,,,,,,,,1023,2,,,,,,,,,,,84,21,,,,,,,,,,,,,,,108,63,252,30,,,,,,,,,,,,,276,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,4,,,24,23,,,,,,,,,,,,,,,227,21,,,,,230,17,,,73,4,350,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,12089,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,6,42,,,,,,,,,,,,,55,14,939,27,,,,,,,,,4603,23,7,13,1009,19,,,1,13,83,8,91,18,,,996,17,,,,,,,,,,,,,,,,,,,77,17,,,,,,,,,,,51,24,,,,,,,,,,,,,,,543,18,617,17,,,,,,,,,,,,,10,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,24,,,,,,,,,,,,,,,,,,,322,16,,,,,426,9,,,63,6,1679,10,,,,,,,,,,,,,,,,,44,10,,,,,,,,,,,,,78,28,,,,,18,5,,,,,,,,,,,,,,,48,11,,,,,,,,,14,13,,,,,,,,,,,,,,,,,,,119,29
822,11095,20,,,,,,,,,,,,,,,,,,,,,,,,,,,13,18,,,,,,,,,,,,,,,14,22,,,,,,,,,,,3,7,13,34,1750,14,,,,,,,,,4749,22,5,19,609,23,,,,,,,174,6,,,543,30,,,,,,,,,,,,,,,,,,,42,27,,,,,,,,,,,71,23,,,,,,,,,,,,,,,469,21,586,18,,,,,,,,,,,,,60,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,16,2,15,53,11,,,,,,,,,,,,,,,409,14,,,,,110,30,,,,,505,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,14,,,,,,,,,,,,,,,,,,,,,6,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,11
27443,10969,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,32,,,,,,,80,15,,,7,4,23,24,612,37,,,,,,,,,648,108,8,12,517,26,20,7,,,,,95,17,,,386,42,,,,,,,,,,,,,,,,,,,,,,,,,40,12,,,,,,,,,,,,,,,,,,,,,479,19,1935,8,,,,,,,,,,,,,2360,1,,,,,,,,,,,,,,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,163,26,,,,,,,,,,,,,,,,,,,302,17,,,,,243,15,,,,,671,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2338,1
5072,9626,22,,,,,,,,,,,2,20,,,,,,,,,,,,,,,9,20,,,,,74,3,,,,,,,,,2,67,,,,,,,,,,,,,100,7,474,42,,,,,,,,,6975,14,2,40,74,65,,,,,,,,,,,344,44,,,,,,,,,,,,,,,11,3,,,,,427,2,,,,,,,,,,,,,,,211,6,,,,,,,,,103,66,340,29,,,,,,,,,,,,,12,44,,,,,,,,,,,,,,,,,,,,,15,1,,,29,2,,,79,2,,,,,,,,,,,,,,,45,62,4,12,96,7,,,,,,,,,,,,,,,,,,,,,,,,,,,88,65,,,,,,,,,,,,,,,9,3,,,,,,,,,,,,,,,21,51,,,,,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,55
2136,9621,23,,,,,,,,,,,,,,,,,,,,,,,,,,,120,8,,,,,,,,,,,,,,,,,,,,,,,192,8,,,,,,,3058,6,,,,,,,,,2851,36,10,6,163,48,,,,,349,3,,,,,220,52,,,,,,,,,,,,,,,,,,,,,,,,,149,6,,,,,146,12,,,,,,,,,,,,,,,453,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,727,9,,,,,,,,,,,,,,,,,,,715,5,,,,,,,,,,,68,75,,,,,,,,,,,,,10,7,,,84,3,,,,,,,,,5,3,,,207,8,,,,,,,,,,,,,,,56,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,68
5432,8364,24,,,,,,,,,,,132,8,,,4,2,,,,,,,,,,,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,81,,,,,,,,,6073,19,,,661,22,,,,,188,6,19,55,,,133,74,,,,,,,,,,,,,,,3,4,,,45,25,87,3,,,,,,,,,,,,,,,163,7,,,,,,,,,111,60,64,57,,,,,,,,,,,,,4,58,,,,,,,,,,,,,,,,,3,9,,,,,,,2,7,,,21,3,,,,,,,,,,,,,,,84,46,10,4,21,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,4,14,2,225,4,,,,,,,,,,,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,50
2719,8090,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,,,,,,,2,62,,,,,32,20,464,43,,,,,,,,,6175,18,3,32,216,41,,,,,,,71,24,,,514,32,,,,,,,,,,,,,,,,,,,64,20,,,,,,,,,,,13,42,,,,,,,,,,,,,,,161,48,,,,,,,,,,,,,,,8,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,58,,,,,,,,,,,,,,,,,,,34,60,,,,,,,,,,,155,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,50,,,,,,,,,,,,,,,,,,,,,3,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,32
1258,7937,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,,,,,,,1618,15,,,,,,,,,6252,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,7566,27,,,,,,,,,,,,,,,,,,,,,,,,,,,57,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,16,4530,4,,,,,,,,,1434,64,5,22,52,77,,,,,,,19,56,,,168,64,,,,,,,,,,,,,,,,,,,45,26,,,,,,,,,,,,,,,,,,,,,,,5,5,,,191,39,63,58,,,,,,,,,,,,,12,45,,,,,,,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,95,42,,,19,32,,,,,,,,,,,,,,,440,13,,,,,42,43,,,,,170,48,,,,,,,,,,,,,,,,,7,19,,,,,,,,,,,,,86,21,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,47
11733,7542,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,82,,,,,,,2,1,1116,80,,,,,,,,,,,,,,,406,39,,,,,,,,,,,,,,,,,,,,,,,,,446,1,,,,,20,35,,,,,,,,,,,,,,,5130,2,37,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,112,4,,,,,46,7,,,,,13,67,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,
