bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
29351,17644,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,,,,,,,,,,,,,,,,,,,,,,,,125,11,,,,,,,2799,7,,,,,,,,,3968,22,,,206,44,99,2,,,,,123,19,,,308,43,,,,,,,,,,,,,,,,,,,,,426,7,,,,,,,,,,,44,25,8,7,,,,,,,,,,,,,,,184,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,3,72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,30,,,,,,,,,,,,,,,,,,,,,,,,,594,9,,,,,,,,,,,7275,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,30,,,,,,,,,,,,,,,,,,,,,,,,,579,1,,,,,,,,,294,6,,,,,,,,,,,,,,,,,,,,,,,68,47
13,17603,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10,,,,,,,112,13,,,6,7,44,25,1115,22,,,,,29,10,,,8042,11,8,11,1820,8,,,7,6,,,,,4,2,589,24,,,,,,,,,,,1,4,,,,,,,,,1538,2,,,,,,,,,,,112,14,,,,,,,,,,,,,,,301,29,1459,11,,,,,,,,,,,,,95,9,,,,,,,,,,,,,,,,,,,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,14,11,4,38,22,,,,,,,,,,,,,,,,,,,,,192,24,,,,,323,16,,,37,9,660,15,,,,,,,,,,,,,,,,,,,18,15,28,9,,,,,47,8,,,,,109,16,,,,,,,,,,,,,,,,,,,24,21,,,,,,,,,,,,,,,11,19,,,,,,,,,,,,,,,,,,,,,,,331,19
50381,17018,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,26,701,28,,,,,,,,,13989,4,,,443,30,,,,,77,12,124,18,,,275,47,,,,,,,,,,,,,,,,,,,,,172,14,,,,,,,,,,,,,,,,,,,,,,,,,,,623,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25821,15369,14,,,,,,,,,,,426,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2573,9,,,,,,,,,1081,81,6,21,1534,11,,,,,,,,,,,3191,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3389,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1205,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,4,,,,,,,,,,,,,,,,,,,,,,,1431,9
3886,15186,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,6,,,,,,,,,,,,,,,33,13,,,,,,,131,10,,,,,100,13,3280,5,,,,,,,,,3766,25,8,13,1396,12,14,16,,,67,13,586,5,,,419,33,,,,,9,2,,,,,,,,,,,,,,,98,20,,,,,,,,,,,482,2,,,,,,,,,,,,,,,796,9,1283,12,,,,,,,,,,,,,23,32,,,,,,,,,10,2,,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,36,8,7,171,5,,,,,,,,,,,,,,,,,,,,,172,26,,,,,1041,3,,,150,2,356,24,,,,,,,,,,,,,,,,,,,51,9,12,14,,,,,193,4,,,,,106,18,,,,,,,,,,,,,,,,,,,29,17,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,37
320,14830,16,,,,,,,,,,,69,11,,,,,8,3,,,,,,,,,5,1,,,60,9,,,,,,,,,8,4,,,,,53,5,,,,,,,90,18,,,10,2,35,27,1330,16,,,,,119,6,,,6318,15,24,2,879,19,24,10,,,51,14,187,11,,,1171,11,,,,,,,8,3,,,8,2,,,9,3,,,,,114,18,49,5,,,,,,,,,182,8,,,,,312,5,,,,,,,10,3,212,34,363,28,,,,,6,5,,,,,12,3,60,16,,,,,,,8,3,,,,,,,,,34,9,20,8,,,,,,,,,14,5,,,,,48,5,,,,,,,,,,,,,825,8,13,3,38,23,,,,,,,3,7,,,,,,,,,,,,,457,12,,,,,282,19,,,78,7,590,17,,,,,,,,,,,6,2,,,,,,,51,7,42,7,,,,,,,,,,,67,25,,,,,10,6,,,6,4,,,59,9,,,,,38,13,,,8,1,27,17,,,,,,,,,37,13,,,,,,,,,,,6,5,,,,,,,,,,,277,21
181,14209,17,15,4,,,,,,,,,88,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,,,,,,,,,,,,,107,9,1278,18,,,,,,,,,7943,12,,,1346,15,,,2,14,,,59,29,,,764,18,,,,,,,,,,,,,,,,,,,,,233,10,,,,,185,4,,,,,74,22,,,,,,,,,,,,,,,201,36,127,51,,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,17,,,64,14,,,,,,,,,,,,,,,,,,,,,223,23,,,,,120,30,,,,,527,19,,,,,,,,,,,,,,,94,3,,,,,,,,,2,4,,,,,,,157,11,,,,,,,,,,,,,16,15,,,,,33,15,,,,,13,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,29
1294,13756,18,,,,,,,,,,,29,14,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,,,,,,,,,,,,,49,22,1201,19,,,,,,,,,6871,13,3,36,690,23,,,,,50,15,142,14,,,2165,5,,,,,,,,,,,,,6,3,,,,,,,178,13,,,,,,,,,,,83,18,,,,,28,14,,,,,5,5,,,859,8,,,,,,,,,,,,,,,46,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,366,16,,,26,26,,,,,,,4,6,,,,,,,,,,,,,64,42,,,,,,,,,,,479,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,15,,,,,,,,,,,,,22,13,,,,,18,24,,,,,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,26
2425,13301,19,,,,,,,,,,,79,10,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,,,,16,25,,,,,,,63,21,,,,,107,10,1039,23,,,,,,,,,3966,23,4,32,1205,16,,,2,15,83,11,190,10,,,776,17,,,,,,,,,,,,,,,,,,,,,119,17,,,,,,,,,,,91,16,,,,,,,,,,,,,,,635,14,609,19,,,,,,,,,,,,,20,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,19,,,,,,,,,,,,,,,,,,,,,,,,,453,13,,,,,812,4,,,109,5,2270,5,,,,,,,,,,,,,,,,,,,43,11,,,,,,,,,,,,,86,19,,,,,3,8,,,,,,,,,,,,,,,,,,,90,8,,,,,,,,,19,16,,,,,,,,,,,,,,,,,,,,,,,145,33
811,12560,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,12,,,,,,,19,41,,,,,,,1193,20,,,,,,,,,3697,26,5,23,1800,9,,,,,,,91,26,,,970,12,,,,,,,,,,,,,5,5,,,,,,,842,4,,,,,,,,,,,76,21,,,,,,,,,,,,,,,63,87,281,33,,,,,,,,,,,,,209,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981,5,,,17,31,,,,,,,,,,,,,,,,,,,,,259,19,,,,,560,10,,,72,8,265,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,10
27443,10912,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,27,,,,,,,53,22,,,9,5,77,16,678,32,,,,,,,,,850,101,10,9,463,29,24,13,,,,,120,21,,,423,31,,,,,,,,,,,,,,,,,,,,,41,33,,,,,82,11,,,,,,,,,,,,,,,,,,,,,381,23,2192,9,,,,,,,,,,,,,490,2,,,,,,,,,,,,,,,,,,,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,21,,,,,,,,,,,,,,,,,,,,,,,,,229,22,,,,,154,26,,,,,652,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,6,,,,,,,,,,,29,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524,1
5072,9992,22,,,,,,,,,,,10,23,,,,,,,,,,,,,,,,,,,17,17,,,,,135,2,,,,,,,,,5,63,,,,,,,,,,,,,171,8,392,53,,,,,,,,,6802,14,4,34,169,50,,,,,,,,,,,251,49,,,,,,,,,,,,,,,24,2,,,,,,,655,2,,,,,,,,,,,,,,,159,8,,,,,,,,,101,64,277,34,,,,,,,,,,,,,65,13,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,25,2,,,288,2,,,,,,,,,,,,,,,30,71,5,11,96,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,63,,,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,27,48,,,,,125,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,66
2136,9987,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,7,,,,,,,,,,,,,,,,,,,,,,,187,8,,,,,,,2363,11,,,,,,,,,3422,30,1,49,168,51,,,,,676,4,,,,,260,48,,,,,,,,,,,,,,,,,,,,,,,,,,,114,7,,,,,141,11,,,,,,,,,,,,,,,409,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,834,7,,,,,,,,,,,,,,,,,,,,,,,,,662,6,,,,,,,,,,,74,71,,,,,,,,,,,,,,,7,7,,,119,3,,,,,6,3,,,3,3,,,361,7,,,,,,,,,,,,,,,,,,,52,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,85
822,8824,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,13,,,,,,,,,,,,,,,17,23,,,,,,,88,19,,,5,8,51,21,957,24,,,,,14,12,,,3796,24,4,31,567,27,,,,,,,128,17,,,488,28,,,,,,,,,,,,,,,,,,,,,57,28,,,,,,,,,,,77,20,,,,,,,,,,,,,,,391,22,376,26,,,,,,,,,,,,,52,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,20,3,14,57,16,,,,,,,,,,,,,,,,,,,,,342,16,,,,,280,20,,,,,408,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,17,,,,,,,,,,,,,,,,,,,,,,,,,2,50,,,,,,,,,5,25,,,,,,,,,,,,,,,,,,,,,,,286,20
6819,7771,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,23,4456,3,,,,,,,,,1468,68,6,19,95,69,,,,,,,9,97,,,250,50,,,,,,,,,,,,,,,,,,,,,46,32,,,,,,,,,,,,,,,,,,,,,,,6,3,,,179,42,259,35,,,,,,,,,,,,,11,51,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,85,44,,,16,32,,,,,,,,,,,,,,,,,,,,,414,14,,,,,17,61,,,,,186,41,,,,,,,,,,,,,,,,,,,9,27,,,,,,,,,,,,,74,23,,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,53
