bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
25821,20019,11,,,,,,,,,,,300,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3031,9,,,,,,,,,1125,76,12,8,1983,7,,,,,,,,,,,6123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,6,,,,,,,,,,,,,,,,,,,,,,,3090,1
2243,18090,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,15,,,,,,,,,,,,,,,8,37,,,,,,,,,,,,,,,5965,1,,,,,,,,,5021,16,,,,,,,,,,,,,,,1222,9,,,,,,,,,,,,,,,,,,,,,,,,,,,166,7,,,,,200,9,,,,,,,,,,,,,,,,,478,15,198,36,,,,,,,,,,,,,7,78,,,,,,,,,,,,,,,,,61,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969,4,,,,,,,,,,,,,,,,,,,,,,,,,1150,5,,,,,435,12,,,,,17,11,1246,12,,,,,,,,,,,5,5,,,,,,,,,,,91,4,,,,,771,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,49
320,17342,13,,,,,,,,,,,106,8,,,,,6,6,,,,,,,,,12,1,,,77,8,,,,,,,,,9,3,,,,,27,13,,,,,,,76,18,,,8,4,46,18,1076,22,,,,,78,6,,,8676,10,14,4,890,21,16,13,,,55,15,329,7,,,1081,11,,,,,,,6,3,,,5,3,,,13,3,,,,,89,21,64,5,,,,,,,,,230,6,,,,,,,238,5,,,,,,,9,7,187,36,263,29,,,,,4,6,,,,,9,3,26,31,,,,,,,3,7,,,,,,,,,19,11,14,9,,,,,,,,,6,6,,,,,157,3,,,,,,,,,,,,,573,10,7,11,58,15,,,,,,,6,4,,,,,,,,,,,,,516,10,,,,,535,10,,,,,73,8,988,16,,,,,,,,,,,,,4,3,,,,,,,65,7,58,6,,,,,,,,,,,68,33,,,,,33,4,,,4,4,,,16,13,,,,,28,17,,,7,1,49,13,,,,,,,,,41,13,,,,,,,,,,,2,11,,,,,,,,,,,287,22
13,15946,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,15,,,,,,,91,17,,,6,6,31,24,1047,23,,,,,15,12,,,7099,12,5,24,2298,5,,,3,10,,,20,55,5,2,426,30,,,,,,,,,,,,,,,,,,,,,674,4,,,,,,,,,,,103,15,,,7,1,,,,,,,,,,,,,234,30,1165,10,,,,,,,,,,,,,45,15,,,,,,,,,,,,,,,,,,,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859,7,10,5,43,18,,,,,,,,,,,,,,,,,,,,,204,23,,,,,315,17,,,,,34,9,578,19,,,,,,,,,,,,,,,,,,,,,23,14,23,10,,,,,26,11,,,,,168,15,,,,,,,,,,,,,,,,,,,17,24,,,,,,,,,,,,,,,29,14,,,,,,,,,,,,,,,,,,,,,,,309,21
1294,15546,15,,,,,,,,,,,40,14,,,,,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,11,,,,,,,,,,,,,57,14,918,24,,,,,,,,,8382,11,13,6,1154,16,,,12,3,43,17,219,13,,,1954,6,,,,,,,,,,,,,16,3,,,,,,,152,9,,,,,,,,,,,69,19,,,,,,,22,16,,,,,11,2,,,1008,6,,,,,,,,,,,,,,,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9,,,,,,,,,,,,,426,15,,,29,24,,,,,,,12,3,,,,,,,,,,,,,41,47,,,,,,,,,,,,,399,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,11,,,,,,,,,,,,,28,11,,,,,30,16,,,,,27,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,32
811,15520,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,6,,,,,,,13,46,,,,,,,1565,17,,,,,,,,,4408,20,5,25,1707,10,,,,,,,168,22,,,1070,12,,,,,,,,,,,,,7,4,,,,,,,442,5,,,,,,,,,,,115,13,,,,,,,,,,,,,,,,,70,75,265,28,,,,,,,,,,,,,286,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274,2,,,11,31,,,,,,,,,,,,,,,,,,,,,398,16,,,,,532,11,,,,,114,6,465,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2535,3
2425,14973,17,,,,,,,,,,,54,12,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,,,,,,21,17,,,,,,,154,11,,,,,111,7,1387,18,,,,,,,,,3911,22,7,18,1194,15,,,,,154,9,216,15,,,926,15,,,,,,,,,,,,,,,,,,,,,116,12,,,,,,,,,,,173,11,,,,,,,,,,,,,,,,,807,10,557,18,,,,,,,,,,,,,15,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,24,,,,,,,,,,,,,,,,,,,,,,,,,818,7,,,,,818,6,,,,,121,4,2579,7,,,,,,,,,,,,,,,,,,,,,62,9,,,,,,,,,,,,,193,13,,,,,5,7,,,,,,,,,,,,,,,,,,,204,4,,,,,,,,,24,17,,,,,,,,,,,,,,,,,,,,,,,154,27
50381,13155,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,37,1282,19,,,,,,,,,9789,9,,,475,29,,,,,84,12,195,19,,,220,51,,,,,,,,,,,,,,,,,,,,,103,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,17,72,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,11998,19,10,4,,,,,,,,,62,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,20,,,,,,,,,,,,,54,16,1131,21,,,,,,,,,6211,15,,,1506,12,,,3,11,,,68,32,,,731,18,,,,,,,,,,,,,,,,,,,,,90,20,,,,,186,6,,,,,41,28,,,,,,,,,,,,,,,,,194,34,182,39,,,,,,,,,,,,,,,,,,,,,6,4,,,,,,,,,21,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,19,,,36,21,,,,,,,,,,,,,,,,,,,,,170,26,,,,,110,31,,,,,,,455,24,,,,,,,,,,,,,,,,,136,3,,,,,,,,,,,,,,,,,204,12,,,,,,,,,,,,,8,18,,,,,20,22,,,,,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,36
2136,11175,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,7,,,,,,,,,,,,,,,,,,,,,,,245,7,,,,,,,2616,10,,,,,,,,,3657,24,14,5,215,43,,,,,853,4,,,,,310,43,,,,,,,,,,,,,,,,,,,,,,,,,,,123,9,,,,,170,12,,,,,,,,,,,,,,,,,326,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,,,,,,,,,,,,,,,921,6,,,,,,,,,,,,,,,,,,,,,,,,,863,6,,,,,,,,,,,,,71,74,,,,,,,,,,,,,,,,,4,10,,,104,5,,,,,6,2,,,5,3,,,452,8,,,,,,,,,,,,,,,,,,,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,68
27443,10587,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,29,,,,,,,56,22,,,9,3,29,27,813,28,,,,,14,14,,,395,165,6,23,692,26,67,3,,,,,218,14,,,324,40,,,,,,,,,,,,,,,,,,,,,33,30,,,,,60,12,,,,,,,,,,,,,,,,,,,,,,,327,24,2003,7,,,,,,,,,,,,,442,2,,,,,,,,,,,,,,,,,,,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,27,,,,,,,,,,,,,,,,,,,,,,,,,462,13,,,,,138,27,,,,,,,649,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,2,,,,,,,,,,,43,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2953,2
5072,10365,22,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,16,18,,,,,123,2,,,,,,,,,11,33,,,,,,,,,,,,,86,10,348,53,,,,,,,,,7039,13,10,12,84,67,,,,,76,13,,,,,315,42,,,,,,,,,,,,,,,36,2,,,,,,,864,2,,,,,,,,,,,,,,,,,155,9,,,,,,,,,83,65,337,23,,,,,,,,,,,,,32,24,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,,29,2,,,95,2,23,8,,,,,,,,,,,,,51,57,9,8,128,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,57,,,,,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,28,49,,,,,196,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,63
3886,10163,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,5,,,,,,,,,,,,,,,15,26,,,,,,,122,14,,,,,76,12,3207,8,,,,,,,,,1616,52,10,11,390,34,13,15,8,6,73,14,233,12,,,424,31,,,,,7,4,,,,,,,,,,,,,,,27,33,,,,,,,,,,,511,2,,,,,,,,,,,,,,,,,854,9,143,42,,,,,,,,,,,,,15,53,,,,,,,,,8,3,,,,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,37,8,10,130,8,,,,,,,,,,,,,,,,,,,,,194,24,,,,,692,8,,,,,154,3,242,33,,,,,,,,,,,,,,,,,,,,,54,11,17,12,,,,,359,2,,,,,113,22,,,,,,,,,,,,,,,,,,,92,7,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,46
18011,9407,24,,,,,,,,,,,45,13,,,,,,,,,,,,,,,,,20,2,,,,,,,19,5,,,,,,,,,18,22,,,,,,,61,19,,,,,,,151,104,,,,,,,,,2576,32,9,16,587,28,18,12,2,17,,,10,79,,,132,68,,,,,,,,,,,,,,,,,,,,,59,25,81,4,,,8,16,,,,,10,45,,,,,,,8,18,,,,,,,,,67,77,572,17,,,,,,,,,8,3,,,40,20,,,,,,,,,9,2,,,,,,,,,,,4,2,,,,,,,18,3,,,,,29,7,,,,,,,,,,,,,56,54,9,9,5,41,,,,,,,,,,,,,,,,,,,,,51,40,,,,,311,18,,,,,,,4195,4,,,,,,,,,,,,,,,,,7,8,5,5,22,16,,,,,,,,,,,,,24,54,,,,,7,6,,,,,,,,,,,,,27,19,,,,,22,25,,,3,2,,,,,99,10,,,,,,,,,,,3,10,,,,,,,,,,,,
2719,7073,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,53,,,,,,,9,53,,,,,19,31,590,43,,,,,,,,,4505,18,4,33,307,37,5,19,,,,,46,38,,,628,21,,,,,,,,,,,,,,,,,,,,,87,22,,,,,,,,,,,19,35,,,,,,,,,,,,,,,,,335,23,,,,,,,,,,,,,,,25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,43,,,,,,,,,,,,,,,,,,,,,,,,,26,59,,,,,,,,,,,,,175,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,37,,,,,,,,,,,,,,,,,,,,,,,,,9,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,28
