,rank,bgg_id,page_views,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
11,12,320,21008,,,,,,,,,,,181,7,,,,,,,,,,,,,3,1,,,117,9,,,,,,,,,13,3,,,,,47,7,,,,,,,464,4,,,8,6,31,23,1299,19,,,,,132,7,,,9994,11,19,6,1322,13,22,10,,,21,15,159,15,,,1395,10,,,,,,,5,3,,,5,2,,,11,2,,,69,21,34,5,,,,,,,,,238,9,,,,,466,4,,,,,,,13,3,278,41,399,25,,,,,13,4,,,,,12,3,59,12,,,,,,,16,3,,,,,,,21,10,,,,,,,,,7,7,,,,,28,6,,,,,,,,,,,,,809,7,18,3,48,20,,,,,1,8,,,,,,,,,,,671,9,,,,,247,19,,,70,7,1415,12,,,,,,,,,7,3,,,,,,,105,4,70,5,,,,,,,,,,,68,29,,,,,10,7,13,4,,,32,10,,,,,149,13,,,6,1,49,12,,,,,,,,,50,10,,,,,,,,,,,,,,,,,,,,,269,17
12,13,181,19422,17,4,,,,,,,,,299,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,16,,,,,,,,,,,,,142,8,2256,11,,,,,,,,,9945,12,,,1860,8,,,14,3,,,121,20,,,1282,13,,,,,,,,,,,,,,,,,,,131,11,,,,,234,4,,,,,185,13,,,,,,,,,,,,,,,269,42,120,47,,,,,,,,,,,,,,,,,,,,,19,2,,,,,,,43,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,14,,,61,16,,,,,,,,,,,,,,,,,286,24,,,,,202,25,,,,,669,25,,,,,,,,,,,,,108,3,,,,,,,,,,,,,,,,,263,8,,,,,,,,,,,17,13,,,,,128,14,,,,,21,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,22
13,14,13,17173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,8,,,,,,,190,12,,,6,7,68,14,1313,18,,,,,,,,,8192,13,8,16,1803,9,,,6,11,,,,,5,2,787,22,,,,,,,,,,,,,,,,,,,382,5,,,,,,,,,,,268,4,,,,,,,,,,,,,,,417,30,1035,14,,,,,,,,,,,,,110,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,115,12,8,55,19,,,,,,,,,,,,,,,,,447,14,,,,,415,11,,,47,9,880,19,,,,,,,,,,,,,,,,,34,13,42,8,,,,,51,5,,,,,187,11,,,,,,,,,,,,,,,,,31,26,,,,,,,,,,,,,,,16,14,,,,,,,,,,,,,,,,,,,,,311,15
14,15,2425,17167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,21,19,,,,,,,,,,,,,104,11,1111,25,,,,,,,,,6785,16,5,32,1215,16,,,5,12,98,9,226,9,,,1105,14,,,,,,,,,,,,,,,,,,,397,3,,,,,,,,,,,99,21,,,,,,,,,,,,,,,843,12,640,16,,,,,,,,,,,,,8,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,23,,,,,,,,,,,,,,,,,,,,,353,21,,,,,513,9,,,140,4,2791,6,,,,,,,,,,,,,,,,,94,5,,,,,,,,,,,,,99,21,,,,,18,4,,,,,,,,,,,,,,,,,72,9,,,,,,,,,17,13,,,,,,,,,,,,,,,,,,,,,149,27
15,16,1294,16300,,,,,,,,,,,65,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,18,,,,,,,,,,,,,59,15,1183,23,,,,,,,,,7521,14,8,17,1009,18,,,,,,,204,12,,,2662,3,,,,,,,,,,,,,,,,,,,132,10,,,,,,,,,,,150,14,,,,,36,14,,,,,7,3,,,1222,6,,,,,,,,,,,,,,,39,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,557,13,,,37,22,,,,,5,3,,,,,,,,,,,77,38,,,,,,,,,,,898,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,15,,,,,,,,,,,,,,,,,33,25,,,,,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,20
16,17,2243,14739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,13,,,,,,,,,,,,,,,36,10,,,,,,,,,,,,,,,3663,5,,,,,,,,,5527,20,,,,,,,,,,,,,,,1509,9,,,,,,,,,,,,,,,,,,,,,,,,,75,9,,,,,106,18,,,,,,,,,,,,,,,505,25,141,39,,,,,,,,,,,,,29,21,,,,,,,,,,,,,,,61,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,6,,,,,,,,,,,,,,,,,,,,,68,47,,,,,664,8,,,11,12,934,17,,,,,,,10,3,,,,,,,,,,,52,6,,,,,445,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,69
17,18,822,14348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,15,,,,,,,,,,,,,,,16,27,,,,,,,,,,,3,8,13,37,1725,14,,,,,,,,,5721,18,9,15,967,20,,,,,,,383,5,,,699,27,,,,,,,,,,,,,,,,,,,52,28,,,,,,,,,,,135,16,,,,,,,,,,,,,,,763,15,602,17,,,,,,,,,,,,,35,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,12,10,9,69,13,,,,,,,,,,,,,,,,,932,6,,,,,191,26,,,,,825,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,12,,,,,,,,,,,,,,,,,,,,,,,8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,12
18,19,2719,14078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,67,,,,,,,9,50,,,,,18,32,930,31,,,,,,,,,10834,10,5,33,422,31,,,,,,,50,36,,,814,21,,,,,,,,,,,,,,,,,,,63,23,,,,,,,,,,,23,38,,,,,,,,,,,,,,,237,46,,,,,,,,,,,,,,,9,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,49,,,,,,,,,,,,,,,,,,,,,61,48,,,,,,,,,,,295,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,40,,,,,,,,,,,,,,,,,,,,,,,7,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,25
19,20,25821,13707,,,,,,,,,,,58,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3829,4,,,,,,,,,682,119,13,9,1224,15,,,,,,,,,,,3790,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2752,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303,3,,,,,,,,,,,,,,,,,,,,,,,,,,,56,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,21,27443,12463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,29,,,,,,,161,14,,,14,3,39,20,691,41,,,,,,,,,572,135,16,7,508,28,28,8,,,,,83,25,,,347,48,,,,,,,,,,,,,,,,,,,,,,,,,60,11,,,,,,,,,,,,,,,,,,,,,404,31,2734,4,,,,,,,,,,,,,2550,1,,,,,,,,,,,,,,,,,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,196,27,,,,,,,,,,,,,,,,,,,,,274,25,,,,,295,16,,,,,686,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2713,1
21,22,811,11375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,5,,,,,,,34,25,,,,,,,1188,22,,,,,,,,,3884,34,,,1893,7,,,,,,,114,21,,,909,19,,,,,,,,,,,,,,,,,,,236,8,,,,,,,,,,,103,19,,,,,,,,,,,,,,,80,82,218,30,,,,,,,,,,,,,155,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,4,,,22,29,,,,,,,,,,,,,,,,,656,10,,,,,391,12,,,65,8,350,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,23,2136,10670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,7,,,,,,,,,,,,,,,,,,,,,,,253,10,,,,,,,3429,8,,,,,,,,,2830,44,7,23,143,56,,,,,368,4,,,,,260,59,,,,,,,,,,,,,,,,,,,,,,,,,121,7,,,,,231,10,,,,,,,,,,,,,,,429,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,885,5,,,,,,,,,,,,,,,,,,,,,985,5,,,,,,,,,,,77,71,,,,,,,,,,,,,30,6,,,129,2,,,,,,,,,5,3,,,278,7,,,,,,,,,,,,,,,,,47,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,71
23,24,5072,9932,,,,,,,,,,,4,20,,,,,,,,,,,,,,,,,20,17,,,,,56,2,,,,,,,,,7,51,,,,,,,,,,,,,163,6,606,46,,,,,,,,,6679,17,4,41,66,78,,,,,,,,,,,393,41,,,,,,,,,,,,,,,3,4,,,,,805,2,,,,,,,,,,,,,,,157,9,,,,,,,,,65,96,295,27,,,,,,,,,,,,,28,23,,,,,,,,,,,,,,,,,,,,,3,1,,,16,3,,,163,2,,,,,,,,,,,,,,,42,65,4,15,114,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,58,,,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,,23,55,,,,,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,64
24,25,2952,9499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,15,,,,,,,,,,,,,120,9,1098,26,,,,,,,,,4063,30,5,34,797,21,,,7,10,,,282,6,,,1303,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,17,,,,,,,,,719,16,34,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,17,,,63,15,,,,,,,,,,,,,,,,,,,,,,,121,35,,,,,172,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,26,2392,9478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,28,,,,,,,121,16,,,,,,,910,32,,,,,,,,,4731,24,,,402,32,,,9,8,125,8,,,,,1041,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,34,,,,,,,,,,,,,,,902,10,212,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,22,,,28,26,,,,,,,,,,,,,,,,,390,18,,,,,128,33,,,,,,,,,,,,,,,,,,,,,,,12,32,,,,,,,17,8,,,,,95,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,47
26,27,39856,8786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,6,,,,,,,,,,,,,,,34,12,,,,,,,97,17,,,,,10,47,882,35,,,,,,,,,3149,40,,,,,,,,,,,,,,,999,18,,,,,,,,,,,,,,,,,,,77,18,,,,,,,,,,,250,7,,,,,,,,,,,,,,,952,9,,,,,,,,,,,,,,,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,,,,,,,,,,,,,,,,580,13,,,,,,,,,,,1333,14,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,24
