bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
50381,21109,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,20,1041,31,,,,,,,,,17365,3,,,429,30,,,,,93,10,240,8,,,402,43,,,,,,,,,,,,,,,,,,,,,118,15,,,,,,,,,,,,,,,,,,,,,,,,,,,685,16,41,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,19050,12,,,,,,,,,,,39,12,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,,,,,,,40,12,,,,,,,100,18,,,,,126,11,1354,20,,,,,,,,,5653,19,5,27,1280,14,,,7,12,61,14,231,9,,,1101,16,,,,,,,,,,,,,,,,,,,,,235,8,,,,,,,,,,,162,17,,,,,,,,,,,,,,,1099,10,545,17,,,,,,,,,,,,,9,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,22,,,,,,,,,,,,,,,,,,,,,,,,,1032,7,,,,,814,6,,,248,3,3966,4,,,,,,,,,,,,,,,,,,,,,72,5,,,,,,,,,,,,,166,17,,,,,3,8,,,,,,,,,,,,,,,,,,,220,5,,,,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,154,29
2243,17938,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,17,,,,,,,,,,,,,,,15,35,,,,,,,,,,,,,,,4231,4,,,,,,,,,6147,18,,,,,,,,,,,,,,,1563,7,,,,,,,,,,,,,,,,,,,,,,,,,,,165,6,,,,,167,15,,,,,,,,,,,,,,,558,19,140,46,,,,,,,,,,,,,9,54,,,,,,,,,,,,,,,,,54,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,6,,,,,,,,,,,,,,,,,,,,,,,,,1261,5,,,,,815,5,,,41,10,869,16,,,,,,,,,,,3,7,,,,,,,,,,,75,5,,,,,748,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,45
29351,17622,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,97,21,,,,,,,2728,10,,,,,,,,,3003,39,,,125,61,114,3,,,,,70,30,,,260,58,,,,,,,,,,,,,,,,,,,,,232,9,,,,,,,,,,,32,34,9,5,,,,,,,,,,,,,,,135,47,,,,,,,,,,,,,12,46,,,,,,,,,,,,,,,,,227,3,95,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,42,,,,,,,,,,,,,,,,,,,,,,,,,709,10,,,,,,,,,,,8459,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,39,,,,,,,,,,,,,,,,,,,,,,,,,694,1,,,,,,,,,344,5,,,,,,,,,,,,,,,,,,,,,,,78,40
13,17272,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,10,,,,,,,126,16,,,7,8,49,24,1991,15,,,,,32,11,,,7630,13,7,18,1385,13,,,7,10,,,,,6,2,600,28,,,,,,,,,,,,,,,,,,,,,874,2,,,,,,,,,,,178,13,,,,,,,,,,,,,,,383,28,1187,11,,,,,,,,,,,,,81,10,,,,,,,,,,,,,,,,,,,17,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,12,30,2,32,26,,,,,,,,,,,,,,,,,,,,,282,25,,,,,306,17,,,47,9,693,18,,,,,,,,,,,,,,,,,,,,,28,13,40,8,,,,,82,6,,,,,135,19,,,,,,,,,,,,,,,,,,,35,15,,,,,,,,,,,,,,,14,18,,,,,,,,,,,,,,,,,,,,,,,260,23
1294,16106,16,,,,,,,,,,,31,15,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,11,,,,,,,,,,,,,53,21,1352,21,,,,,,,,,7707,12,9,13,927,20,,,,,58,15,225,11,,,2445,5,,,,,,,,,,,,,7,4,,,,,,,139,12,,,,,,,,,,,194,11,,,,,23,16,,,,,2,8,,,1161,8,,,,,,,,,,,,,,,28,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,,,,,,,,,,,,,528,13,,,39,23,,,,,,,3,4,,,,,,,,,,,,,58,49,,,,,,,,,,,561,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,11,,,,,,,,,,,,,28,12,,,,,19,24,,,,,14,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,26
181,15793,17,15,3,,,,,,,,,97,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,18,,,,,,,,,,,,,150,10,1905,16,,,,,,,,,7873,11,,,1635,9,,,5,13,,,87,27,,,916,19,,,,,,,,,,,,,,,,,,,,,125,13,,,,,257,4,,,,,99,22,,,,,,,,,,,,,,,256,40,184,38,,,,,,,,,,,,,,,,,,,,,5,8,,,,,,,,,41,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365,19,,,58,17,,,,,,,,,,,,,,,,,,,,,304,23,,,,,160,26,,,,,631,21,,,,,,,,,,,,,,,,,135,3,,,,,,,,,6,3,,,,,,,245,9,,,,,,,,,,,,,9,18,,,,,23,23,,,,,26,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,30
25821,15120,18,,,,,,,,,,,433,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,9,,,,,,,,,1174,90,7,23,1533,11,,,,,,,,,,,3469,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2865,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,7,,,,,,,,,,,,,,,,,,,,,,,1181,6
811,14838,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,7,,,,,,,26,36,,,,,,,1431,19,,,,,,,,,4630,23,14,7,1872,7,,,,,,,159,22,,,1340,12,,,,,,,,,,,,,6,5,,,,,,,574,4,,,,,,,,,,,145,20,,,,,,,,,,,,,,,126,63,386,21,,,,,,,,,,,,,213,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053,5,,,24,30,,,,,,,,,,,,,,,,,,,,,543,15,,,,,812,7,,,141,6,320,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,959,9
2136,13456,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,4,,,,,,,,,,,,,,,,,,,,,,,342,5,,,,,,,3404,8,,,,,,,,,4119,27,18,4,183,48,,,,,670,4,,,,,383,45,,,,,,,,,,,,,,,,,,,,,,,,,,,152,7,,,,,192,12,,,,,,,,,,,,,,,444,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3,,,,,,,,,,,,,,,,,,,,,1234,4,,,,,,,,,,,,,,,,,,,,,,,,,1176,6,,,,,,,,,,,87,71,,,,,,,,,,,,,,,,,24,7,,,204,2,,,,,9,2,,,4,3,,,330,7,,,,,,,,,,,,,,,,,,,48,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,81
3886,12072,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,5,,,,,,,,,,,,,,,17,31,,,,,,,198,11,,,,,93,16,4060,6,,,,,,,,,1989,61,5,31,396,32,14,16,,,92,11,164,20,,,471,37,,,,,7,3,,,,,,,,,,,,,,,33,34,,,,,,,,,,,667,2,,,,,,,,,,,,,,,830,11,126,48,,,,,,,,,,,,,25,29,,,,,,,,,13,3,,,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,47,13,6,154,8,,,,,,,,,,,,,,,,,,,,,262,27,,,,,801,8,,,349,2,232,37,,,,,,,,,,,,,,,,,,,,,48,10,19,14,,,,,359,4,,,,,91,25,,,,,,,,,,,,,,,,,,,46,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,43
5072,10663,22,,,,,,,,,,,5,23,,,,,,,,,,,,,,,,,,,14,20,,,,,140,2,,,,,,,,,10,45,,,,,,,,,,,,,171,8,587,50,,,,,,,,,6813,15,5,33,90,71,,,,,,,,,,,330,48,,,,,,,,,,,,,,,16,2,,,,,,,1012,2,,,,,,,,,,,,,,,133,10,,,,,,,,,87,84,384,23,,,,,,,,,,,,,42,18,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,47,2,,,270,2,15,8,,,,,,,,,,,,,37,76,10,8,139,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,78,,,,,,,,,,,,,,,,,,,14,2,,,,,,,,,,,,,,,31,49,,,,,144,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70
27443,10552,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,23,,,,,,,55,24,,,12,4,116,12,688,47,,,,,,,,,478,167,16,6,478,29,37,9,,,,,99,26,,,448,39,,,,,,,,,,,,,,,,,,,,,38,31,,,,,62,12,,,,,,,,,,,,,,,,,,,,,476,21,2063,7,,,,,,,,,,,,,391,3,,,,,,,,,,,,,,,,,,,44,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,33,,,,,,,,,,,,,,,,,,,,,,,,,398,19,,,,,145,28,,,,,706,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,7,,,,,,,,,,,49,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464,1
2952,9886,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,8,,,,,,,,,,,,,111,13,1061,30,,,,,,,,,4711,21,5,30,916,21,,,18,4,,,172,18,,,1080,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,,,,,,,8,7,692,14,25,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362,20,,,84,12,,,,,,,,,,,,,,,,,,,,,,,,,,,139,29,,,,,146,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,9695,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,10,,,,,,,,,,,,,,,25,24,,,,,,,121,17,,,6,9,21,37,1138,28,,,,,22,13,,,3662,29,7,20,717,23,,,,,,,173,17,,,626,27,,,,,,,,,,,,,,,,,,,,,42,30,,,,,,,,,,,175,14,,,,,,,,,,,,,,,447,22,257,32,,,,,,,,,,,,,66,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,18,9,9,59,16,,,,,,,,,,,,,,,,,,,,,444,18,,,,,124,32,,,,,679,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,20,,,,,,,,,,,,,,,,,,,,,,,,,2,49,,,,,,,,,9,20,,,,,,,,,,,,,,,,,,,,,,,284,21
